datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,anomMAD_CO(GT),anomMAD_NMHC(GT),anomMAD_C6H6(GT),anomMAD_NOx(GT),anomMAD_NO2(GT),anomMAD_PT08.S1(CO),anomMAD_PT08.S2(NMHC),anomMAD_PT08.S3(NOx),anomMAD_PT08.S4(NO2),anomMAD_PT08.S5(O3),resid_CO(GT),anomRES_CO(GT),resid_NMHC(GT),anomRES_NMHC(GT),resid_C6H6(GT),anomRES_C6H6(GT),resid_NOx(GT),anomRES_NOx(GT),resid_NO2(GT),anomRES_NO2(GT),resid_PT08.S1(CO),anomRES_PT08.S1(CO),resid_PT08.S2(NMHC),anomRES_PT08.S2(NMHC),resid_PT08.S3(NOx),anomRES_PT08.S3(NOx),resid_PT08.S4(NO2),anomRES_PT08.S4(NO2),resid_PT08.S5(O3),anomRES_PT08.S5(O3),anomIF,anomGT_CO(GT),anomGT_NMHC(GT),anomGT_C6H6(GT),anomGT_NOx(GT),anomGT_NO2(GT),anomPT08_PT08.S1(CO),anomPT08_PT08.S2(NMHC),anomPT08_PT08.S3(NOx),anomPT08_PT08.S4(NO2),anomPT08_PT08.S5(O3),weekday,hour,month
2004-03-11 17:00:00,2.9,1383.0,150.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,17,3,3,False,False,False,False,False,False,False,False,False,False,0.0962548743331837,False,,False,0.039437029228935216,False,25.650923255094455,False,12.588236864019521,False,44.29482127431379,False,1.7669978212147726,False,202.17276973538185,True,208.06468543874485,True,72.5268525310471,False,False,False,False,False,False,False,False,False,True,True,False,3,17,3
2004-03-11 18:00:00,4.8,1581.0,307.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,18,3,3,False,False,False,False,False,False,False,False,False,False,0.21868784948711184,False,,False,0.001509128371683488,False,3.4930989163614754,False,7.805839884449028,False,25.163076256724025,False,0.2687184291246467,False,78.69687447347906,False,72.50568550418825,False,113.63600117969827,False,False,False,False,False,False,False,False,False,False,False,False,3,18,3
2004-03-11 19:00:00,6.9,1776.0,461.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,19,3,3,False,False,False,False,False,False,False,False,False,False,0.7420164070282524,False,,False,0.04205977512553716,False,72.72536546460054,False,26.99969046149937,False,77.60880613313111,False,0.484445111992045,False,104.06208378508745,False,86.18147044263151,False,109.17825654982335,False,False,False,False,False,False,False,False,False,False,False,False,3,19,3
2004-03-11 20:00:00,6.1,1640.0,401.0,24.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,20,3,3,False,False,False,False,False,False,False,False,False,False,0.9039743074993449,False,,False,0.0031658910125855755,False,28.09830410316789,False,15.584926989064797,False,3.540133498489695,False,0.4736656583868353,False,61.265766948694704,False,56.16168555178547,False,11.59518861130482,False,False,False,False,False,False,False,False,False,False,False,False,3,20,3
2004-03-11 21:00:00,3.9,1313.0,197.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,21,3,3,False,False,False,False,False,False,False,False,False,False,0.5814017754970351,False,,False,0.005243650793662624,False,25.780455652109254,False,17.8416277084757,False,11.378318556443446,False,0.8080560506530219,False,107.17650291742643,False,21.58004958867764,False,58.942704918448044,False,False,False,False,False,False,False,False,False,False,False,False,3,21,3
2004-03-11 22:00:00,1.5,965.0,61.0,4.7,749.0,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,22,3,3,False,False,False,False,False,False,False,False,False,False,0.24604989822269152,False,,False,1.5987211554602254e-14,False,9.230828411376237,False,1.7418032388363258,False,53.67923745595658,False,0.464690739671596,False,112.15051384088451,False,2.3206086172817777,False,74.89092932476069,False,False,False,False,False,False,False,False,False,False,False,False,3,22,3
2004-03-11 23:00:00,1.0,913.0,26.0,2.6,629.0,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,23,3,3,False,False,False,False,False,False,False,False,False,False,0.07612911605937844,False,,False,9.523809514355719e-06,False,3.1180315015114743,False,7.21920815904727,False,28.656532812818227,False,1.600979364181967,False,180.54075351323468,True,40.99214365794137,False,80.87422096041189,False,False,False,False,False,False,False,False,False,True,False,False,3,23,3
2004-03-12 00:00:00,1.7,1080.0,55.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,0,4,3,False,False,False,False,False,False,False,False,False,False,0.03762560023825401,False,,False,0.04870484160447397,False,7.399601030608494,False,0.0159270461865475,False,6.0577267108319575,False,1.7640141275570613,False,124.72079322189256,False,44.078203854452795,False,34.42511121826658,False,False,False,False,False,False,False,False,False,False,False,False,4,0,3
2004-03-12 01:00:00,1.9,1044.0,53.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,4,3,False,False,False,False,False,False,False,False,False,False,0.1248221135310339,False,,False,0.007985061575853436,False,11.46526964318356,False,8.382393689794043,False,31.733814314383153,False,0.38632134169131405,False,124.35862026862014,False,36.04198443498308,False,38.101175259381534,False,False,False,False,False,False,False,False,False,False,False,False,4,1,3
2004-03-12 02:00:00,1.4,988.0,40.0,4.1,718.0,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,2,4,3,False,False,False,False,False,False,False,False,False,False,0.09617164378271803,False,,False,0.00023125000001478213,False,0.9599457261692095,False,7.280827570670624,False,50.53090279414391,False,1.4878303831313815,False,149.18511547153844,False,36.12087672703183,False,36.809916784862025,False,False,False,False,False,False,False,False,False,False,False,False,4,2,3
2004-03-12 03:00:00,0.8,889.0,21.0,1.9,574.0,51.5,1680.0,61.5,1187.0,512.0,7.0,62.3,0.6261,3,4,3,False,False,False,False,False,False,False,False,False,False,0.03314363512949037,False,,False,0.005100595238090477,False,2.400725513238079,False,1.186313971159592,False,33.120634752910746,False,2.43774010428001,False,208.65431157082503,True,23.01854397668467,False,57.78941321621244,False,False,False,False,False,False,False,False,False,True,False,False,4,3,3
2004-03-12 04:00:00,0.7,831.0,10.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,4,4,3,False,False,False,False,False,False,False,False,False,False,0.13837341597171315,False,,False,0.0003944444444408113,False,5.516828354480062,False,3.5783709345457595,False,29.37944672810829,False,1.5890633990406968,False,188.32942891014227,True,60.14869748925821,False,1.124476460630774,False,False,False,False,False,False,False,False,False,True,False,False,4,4,3
2004-03-12 05:00:00,0.6,847.0,7.0,1.0,501.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,5,4,3,False,False,False,False,False,False,False,False,False,False,0.06351363620899209,False,,False,0.0012972222222221719,False,3.289911210360412,False,3.951728272177185,False,21.323703635008428,False,0.6790512975587149,False,223.01718643121626,True,99.46184664933003,False,1.5226870829334302,False,False,False,False,False,False,False,False,False,True,False,False,4,5,3
2004-03-12 06:00:00,0.8,927.0,17.0,1.8,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,6,4,3,False,False,False,False,False,False,False,False,False,False,0.03781082638766442,False,,False,0.0001666666666730876,False,9.417449994611076,False,7.1632161506364085,False,9.620453859457484,False,1.78778774779164,False,242.34286833427996,True,53.83449642288838,False,74.0379069443627,False,False,False,False,False,False,False,False,False,True,False,False,4,6,3
2004-03-12 07:00:00,1.4,1091.0,33.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,7,4,3,False,False,False,False,False,False,False,False,False,False,0.027801596183352206,False,,False,0.05472084301147184,False,11.2888073836466,False,14.791595600230934,False,16.538054663388266,False,1.7743237287734246,False,208.0675134957919,True,140.92239371821051,True,43.193015584905424,False,False,False,False,False,False,False,False,False,True,True,False,4,7,3
2004-03-12 08:00:00,4.4,1587.0,202.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,8,4,3,False,False,False,False,False,False,False,False,False,False,0.3052987207366069,False,,False,0.003950601121054831,False,11.072395163170142,False,2.484673445100782,False,71.07003603912449,False,0.6357966177049548,False,149.02265302662533,False,230.537545115209,True,114.08244274557092,False,False,False,False,False,False,False,False,False,False,True,False,4,8,3
2004-03-12 09:00:00,3.8,1545.0,205.0,22.1,1353.0,247.0,767.0,131.5,2058.0,1588.0,9.2,56.2,0.6561,9,4,3,False,False,False,False,False,False,False,False,False,False,0.4017376423091017,False,,False,0.0011306994245714463,False,30.892046630085588,False,18.63642672618701,False,0.612476570964418,False,0.9117297173070256,False,58.79984972133536,False,63.397341101880784,False,49.30473122869512,False,False,False,False,False,False,False,False,False,False,False,False,4,9,3
2004-03-12 10:00:00,3.1,1350.0,208.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,10,4,3,False,False,False,False,False,False,False,False,False,False,0.08688235206915529,False,,False,0.005401974414471766,False,0.9373471326833283,False,3.048272866278481,False,5.530639807368061,False,0.8138901102984164,False,45.08443966409459,False,11.574528120723244,False,30.411884177097818,False,False,False,False,False,False,False,False,False,False,False,False,4,10,3
2004-03-12 11:00:00,2.7,1263.0,166.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,11,4,3,False,False,False,False,False,False,False,False,False,False,0.04354637090850222,False,,False,0.003405627705669545,False,36.74882858995585,False,17.280550712971674,False,5.634550534025493,False,0.4519654764094412,False,149.48074467321965,False,117.7658792944028,True,2.671356241797639,False,False,False,False,False,False,False,False,False,False,True,False,4,11,3
2004-03-12 12:00:00,2.1,1206.0,114.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12,4,3,False,False,False,False,False,False,False,False,False,False,0.14968553444104815,False,,False,0.00010000000003174137,False,2.4165933702735742,False,2.2934931330451462,False,1.8227805282951977,False,0.21755993312262945,False,77.42825818217761,False,31.355283894275544,False,40.31054742479728,False,False,False,False,False,False,False,False,False,False,False,False,4,12,3
2004-03-12 13:00:00,2.5,1252.0,140.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,13,4,3,False,False,False,False,False,False,False,False,False,False,0.07798068294579608,False,,False,0.022037166679627518,False,11.750566022782323,False,2.4709204462870247,False,4.91722562314726,False,1.3927397706138436,False,65.35641525427184,False,60.23797072054208,False,31.245642336829064,False,False,False,False,False,False,False,False,False,False,False,False,4,13,3
2004-03-12 14:00:00,2.7,1287.0,169.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,14,4,3,False,False,False,False,False,False,False,False,False,False,0.021919444117970865,False,,False,0.007494931457436849,False,6.028241915375219,False,5.628239885971851,False,11.251676399171629,False,0.6684003132443195,False,43.29276486626111,False,24.279722996044484,False,36.70350572181087,False,False,False,False,False,False,False,False,False,False,False,False,4,14,3
2004-03-12 15:00:00,2.9,1353.0,185.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,15,4,3,False,False,False,False,False,False,False,False,False,False,0.03508849030871275,False,,False,2.6645352591003757e-14,False,9.770748691964172,False,0.959972877765054,False,33.31752605972406,False,1.1017165493610719,False,58.84585341823231,False,45.1593062123211,False,60.78728059930222,False,False,False,False,False,False,False,False,False,False,False,False,4,15,3
2004-03-12 16:00:00,2.8,1309.0,165.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,16,4,3,False,False,False,False,False,False,False,False,False,False,0.03482751878725043,False,,False,0.0038372932623040867,False,9.010391971644196,False,1.9464846296835674,False,10.173069433424871,False,0.5042938715696437,False,35.07449584443316,False,13.329710061997503,False,20.100861956830613,False,False,False,False,False,False,False,False,False,False,False,False,4,16,3
2004-03-12 17:00:00,2.4,1274.0,133.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,17,4,3,False,False,False,False,False,False,False,False,False,False,0.07625352637558525,False,,False,0.030118808968811805,False,0.8261457432165855,False,5.077431776460145,False,16.650378342138538,False,0.8915106775746153,False,60.2858726416556,False,19.945968663774465,False,40.361688362698715,False,False,False,False,False,False,False,False,False,False,False,False,4,17,3
2004-03-12 18:00:00,3.9,1510.0,233.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,18,4,3,False,False,False,False,False,False,False,False,False,False,0.07685953963477399,False,,False,0.0028194444443805367,False,19.578440069579557,False,0.9893968581943113,False,11.19464012130743,False,0.17206122717129801,False,60.22957314458358,False,23.084208637917754,False,18.79910205566648,False,False,False,False,False,False,False,False,False,False,False,False,4,18,3
2004-03-12 19:00:00,3.7,1525.0,242.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,19,4,3,False,False,False,False,False,False,False,False,False,False,0.17858259366407703,False,,False,0.0024324266011248596,False,34.74413907422985,False,0.015152440275613799,False,52.35783879254109,False,0.0375905983848952,False,52.248565991026226,False,39.52703701232963,False,14.153738673907583,False,False,False,False,False,False,False,False,False,False,False,False,4,19,3
2004-03-12 20:00:00,6.6,1843.0,488.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,20,4,3,False,False,False,False,False,False,False,False,False,False,0.2137316132805056,False,,False,0.0030462267272284294,False,67.69835930038062,False,5.9622245845791895,False,52.573825561693866,False,0.9269751205533794,False,40.19908932953001,False,161.9169490664567,True,66.94801020303157,False,False,False,False,False,False,False,False,False,False,True,False,4,20,3
2004-03-12 21:00:00,4.4,1598.0,333.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,21,4,3,False,False,False,False,False,False,False,False,False,False,0.12749105604363464,False,,False,0.001245090326396081,False,14.007967735912587,False,3.5100987133502315,False,19.311715614858258,False,0.14535067896918008,False,20.020040738307557,False,7.260619703268276,False,20.889045031033675,False,False,False,False,False,False,False,False,False,False,False,False,4,21,3
2004-03-12 22:00:00,3.5,1484.0,215.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,22,4,3,False,False,False,False,False,False,False,False,False,False,0.11934004410621979,False,,False,0.01748481514401945,False,21.30555818629898,False,3.2238889163124327,False,45.75352524706909,False,0.9465721774140547,False,41.04076287384305,False,4.202167229635734,False,14.584419862816958,False,False,False,False,False,False,False,False,False,False,False,False,4,22,3
2004-03-12 23:00:00,5.4,1677.0,367.0,21.8,1346.0,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,23,4,3,False,False,False,False,False,False,False,False,False,False,0.6108730034993384,False,,False,0.0014117216117917053,False,24.57578769522928,False,11.337863147187846,False,47.563777138433124,False,0.2698688289453912,False,31.000665043246386,False,42.71490954266346,False,64.89637762734628,False,False,False,False,False,False,False,False,False,False,False,False,4,23,3
2004-03-13 00:00:00,2.7,1280.0,122.0,9.6,964.0,193.0,963.0,113.0,1544.0,1285.0,9.5,64.1,0.7597,0,5,3,False,False,False,False,False,False,False,False,False,False,0.18327470543872204,False,,False,0.002743650793680885,False,19.77236558800672,False,0.5822399810328847,False,5.536589435482256,False,0.7869886462229942,False,78.46692873378367,False,15.242458391282753,False,108.94500967406384,False,False,False,False,False,False,False,False,False,False,False,False,5,0,3
2004-03-13 01:00:00,1.9,1196.0,67.0,7.4,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,1,5,3,False,False,False,False,False,False,False,False,False,False,0.08442321934984243,False,,False,0.0010902181152330215,False,2.212067269402098,False,5.20343874721766,False,8.617385944120997,False,0.17091702174661805,False,45.82095996354042,False,11.350153939154325,False,56.62492536396803,False,False,False,False,False,False,False,False,False,False,False,False,5,1,3
2004-03-13 02:00:00,1.6,1184.0,43.0,5.4,782.0,83.0,1176.0,82.0,1365.0,1043.0,8.8,63.9,0.7256,2,5,3,False,False,False,False,False,False,False,False,False,False,0.001962369933558694,False,,False,1.0658141036401503e-14,False,38.573823440244325,False,4.86358456838785,False,52.201123122319586,False,0.6743337585609197,False,16.75955349322612,False,12.208508716730194,False,121.19181455320131,False,False,False,False,False,False,False,False,False,False,False,False,5,2,3
