datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Hour,Weekday,Month
2004-03-11 04:00:00,,-1.0022695324826236,-1.1790344146230047,-1.0607205049586912,-1.635232600157422,-0.9305002595939811,0.6506032022580414,-0.691027939776228,4,3,3
2004-03-11 05:00:00,-0.9997193678976658,-1.031631203633676,-1.2058821950071192,-1.0841985004552357,-1.7592841924694549,-0.8285937536611173,0.40227694179352924,-0.7155456255745527,5,3,3
2004-03-11 06:00:00,-0.9997193678976658,-0.9924823087656063,-1.1387627440468333,-0.9996777166676756,-1.3457788847626784,-0.885208479179375,0.5120024987429648,-0.7187651196692824,6,3,3
2004-03-11 07:00:00,-0.7244566780319742,-0.9288653546049928,-0.9239805009739186,-0.6991593743119063,-0.6428198616611585,-0.9191773144903296,0.5986279384398877,-0.702915302587537,7,3,3
2004-03-11 08:00:00,-0.10511562583416847,-0.757588939557187,-0.27963377175517445,-0.34229384276443026,-0.022561900100993706,-0.8512396438684202,0.4715772935510673,-0.7051441831146574,8,3,3
2004-03-11 09:00:00,0.03251571909867738,-0.6450358668114861,-0.07827541887431691,-0.5535958022333305,-0.24998981933972078,-0.885208479179375,0.6563782315711697,-0.6350582732063152,9,3,3
2004-03-11 10:00:00,-0.31156264323343713,-0.6939719853965735,-0.5078399050201464,-0.6334209869215818,-0.31201561549573725,-0.8512396438684202,0.5293275866823492,-0.6694820946807307,10,3,3
2004-03-11 11:00:00,-0.4491939881662828,-0.8603547885858704,-0.6823504775168896,-0.713246171609833,-0.4360672078077702,-0.885208479179375,0.5004524401167083,-0.7190127730611846,11,3,3
2004-03-11 12:00:00,-0.38037831569985986,-0.7722697751327132,-0.6555026971327752,-0.6709857797160529,-0.3740414116517537,-0.9984379302158902,1.0144300489851175,-0.5706683913117252,12,3,3
2004-03-11 13:00:00,-0.1739312983005914,-0.7624825514156958,-0.37360100309957467,-0.4737706175450793,-0.022561900100993706,-1.1343132714597084,1.5688328630454247,-0.4612055920909222,13,3,3
2004-03-11 14:00:00,0.5142254263636372,-0.2682277537063135,0.19020238496682648,-0.18733907248723672,0.30824234606442746,-1.168282106770663,1.840259240762449,-0.3762604786684439,14,3,3
2004-03-11 15:00:00,0.03251571909867738,-0.684184761679556,-0.172242650218717,-0.2953378517713413,0.26689181529374983,-1.1343132714597084,1.7651838596917826,-0.36585903620854865,15,3,3
2004-03-11 16:00:00,0.03251571909867738,-0.6058869719434162,-0.23936210117900286,-0.25307745987756125,0.37026814222044396,-0.9757920400085872,1.2685313387627584,-0.417618595116123,16,3,3
2004-03-11 17:00:00,0.5142254263636372,-0.33673831972543583,0.1499307143906549,-0.018297504912116486,0.4529692037617993,-0.9644690949049355,1.0606302834901429,-0.5127174976065944,17,3,3
2004-03-11 18:00:00,1.8217232032256716,0.4315587420604355,1.4386241728281435,0.16013526086162153,0.7837734499272204,-0.9078543693866779,0.8642792868437847,-0.5424359046348666,18,3,3
2004-03-11 19:00:00,3.266852325020552,1.1851749682707806,2.3246009255039164,0.6390863689911288,1.2179540230193358,-0.9757920400085872,1.1588057818133224,-0.47953194309169034,19,3,3
2004-03-11 20:00:00,2.7163269452891687,0.8915582567602566,1.8681886589739727,0.4888271978132442,1.073227165321964,-0.9871149851122387,1.0721803421163993,-0.5255954739855122,20,3,3
2004-03-11 21:00:00,1.2023821510278658,-0.1067385623755253,0.3647129574635698,-0.032384302210043174,0.4736444691471381,-1.0437297106304964,0.8527292282175282,-0.7024199958037325,21,3,3
2004-03-11 22:00:00,-0.4491939881662828,-0.7722697751327132,-0.722622148093061,-0.7179417707091419,-0.580794065505142,-1.14563621656336,0.818079052338759,-0.8297138392414988,22,3,3
2004-03-11 23:00:00,-0.7932723504983972,-0.9435461901805189,-1.0045238421262617,-0.93863492837666,-1.2424025578359843,-1.14563621656336,0.6679282901974258,-0.8911318804332616,23,3,3
2004-03-12 00:00:00,-0.31156264323343713,-0.8016314462837656,-0.561535465788375,-0.5864649959284928,-0.33269088088107607,-1.1343132714597084,0.5351026159954775,-0.9453679732598583,0,4,3
2004-03-12 01:00:00,-0.1739312983005914,-0.811418670000783,-0.4944160148280891,-0.5348134058360949,-0.06391243087167135,-1.2022509420816176,0.604402967753016,-0.9775629142071534,1,4,3
2004-03-12 02:00:00,-0.5180096606327057,-0.8750356241613966,-0.8031654892454041,-0.7742889599008486,-0.456742473193109,-1.270188612703527,0.7256785833287077,-0.9854878227480259,2,4,3
2004-03-12 03:00:00,-0.9309036954312429,-0.9680142494730626,-1.0984910734706617,,,-1.2815115578071783,0.7545537298943488,-0.9892026236265602,3,4,3
2004-03-12 04:00:00,,-1.0218439799166588,-1.2058821950071192,-1.0607205049586912,-1.6765831309280996,-1.3834180637400422,0.9624547851669643,-0.9924221177212895,4,4,3
2004-03-12 05:00:00,-1.0685350403640885,-1.036524815492185,-1.2193060851991764,-1.0184601130649111,-1.4284799463040339,-1.360772173532739,0.9104795213488102,-0.9961369185998238,5,4,3
2004-03-12 06:00:00,-0.9309036954312429,-0.9875886969070975,-1.1119149636627188,-0.8963745364828799,-0.8702477808998855,-1.3041574480144813,0.7892039057731179,-0.9958892652079215,6,4,3
2004-03-12 07:00:00,-0.5180096606327057,-0.9092909071709577,-0.7628938186692326,-0.6475077842195085,-0.1879640231837043,-1.3494492284290873,0.916254550661938,-0.9755816870719352,7,4,3
2004-03-12 08:00:00,1.5464605133599805,-0.08227050308298163,1.0493313572584853,0.2822208374436528,0.5770207960738322,-1.2475427224962237,0.8007539643993745,-0.93026111635382,8,4,3
2004-03-12 09:00:00,,,1.6131347453248868,,,-1.0324067655268447,0.40227694179352924,-0.9149066060558794,9,4,3
2004-03-12 10:00:00,0.6518567712964831,-0.05290883193192922,0.5257996397682557,-0.28125105447341464,0.18419075375239455,-0.5794889613807838,-0.43510230861005894,-0.9745910735043263,10,4,3
2004-03-12 11:00:00,0.3765940814307917,-0.25844052998929606,0.2036262751588836,-0.14507868059345666,0.6183713268445098,-0.4549365652406168,-0.6256782759432896,-0.9936603846808011,11,4,3
2004-03-12 12:00:00,-0.03629995336774555,-0.5129083466317502,0.015691812470083184,-0.487857414843006,-0.0018866347156548803,-0.37567594951505623,-0.7354038328927252,-1.0055477474921097,12,4,3
2004-03-12 13:00:00,0.23896273649794586,-0.38567443831052317,0.12308293400654063,-0.4080322301547548,0.06013916144036159,-0.2511235533748893,-0.850904419155289,-0.988954970234658,13,4,3
2004-03-12 14:00:00,0.3765940814307917,-0.24375969441376985,0.3647129574635698,-0.3939454328568281,0.20486601913773336,-0.22847766316758633,-0.7816040673977506,-0.9151542594477816,14,4,3
2004-03-12 15:00:00,0.5142254263636372,-0.1654619046776301,0.55264742015237,-0.2671642571754879,0.26689181529374983,-0.28509238868584397,-0.7065286863270842,-0.9027715898526681,15,4,3
2004-03-12 16:00:00,0.4454097538972143,-0.2633341418478048,0.35128906727151243,-0.3235114463671947,0.1428402229817169,-0.27376944358219246,-0.6949786277008276,-0.8911318804332616,16,4,3
2004-03-12 17:00:00,0.17014706403152294,-0.4199297213200843,0.21705016535094074,-0.45498822114784376,0.12216495759637806,-0.1605399925456774,-0.8624544777815456,-0.9178784467587066,17,4,3
2004-03-12 18:00:00,1.2023821510278658,0.06943146453078915,1.237265819947286,-0.1920346715865456,0.7424229191565428,-0.3643530044114048,-0.556377924185751,-0.8641376607159142,18,4,3
2004-03-12 19:00:00,1.0647508060950204,0.11347397125736776,1.0896030278346567,-0.2108170679837812,0.6597218576151875,-0.44361362013696537,-0.3369268102868799,-0.7853838820909925,19,4,3
2004-03-12 20:00:00,3.060405307621283,1.3173024884505165,3.0226432154908895,0.43717560772084635,1.1766034922486581,-0.6134577966917383,0.07310027094522199,-0.6878084456814986,20,4,3
2004-03-12 21:00:00,1.5464605133599805,0.5587926503816626,1.3446569414837433,0.12726606716645927,0.7424229191565428,-0.7040413575209505,0.23480109171281127,-0.6734445489511669,21,4,3
2004-03-12 22:00:00,0.9271194611621745,-0.018653548922368073,0.5660713103444274,0.028658486080972465,0.5356702653031545,-0.8285937536611173,0.5697527918742468,-0.622923257003104,22,4,3
2004-03-12 23:00:00,2.2346172380242093,0.7251754535709596,1.5728630747487151,0.24935164374849053,0.4322939383764604,-0.9757920400085872,0.887379404096297,-0.6152460018541337,23,4,3
2004-03-13 00:00:00,0.3765940814307917,-0.4737594517636804,-0.06485152868225978,-0.25307745987756125,-0.0018866347156548803,-0.9984379302158902,0.8585042575306561,-0.6583376920451285,0,5,3
2004-03-13 01:00:00,-0.1739312983005914,-0.7429081039816607,-0.3601771129075174,-0.5066398112402416,-0.33269088088107607,-1.0437297106304964,0.8469541989043999,-0.7014293822361235,1,5,3
2004-03-13 02:00:00,-0.38037831569985986,-0.8603547885858704,-0.6286549167486608,-0.7695933608015397,-0.6428198616611585,-1.0776985459414508,0.8469541989043999,-0.7427874986838022,2,5,3
2004-03-13 03:00:00,-0.31156264323343713,-0.8456739530103442,-0.6286549167486608,,,-1.190927996977966,1.054855254177015,-0.7633427302116905,3,5,3
2004-03-13 04:00:00,,-0.7967378344252569,-0.5212637952122035,-0.6475077842195085,-0.6221445962758196,-1.2815115578071783,1.2627563094496297,-0.7670575310902247,4,5,3
2004-03-13 05:00:00,-0.7932723504983972,-0.923971742746484,-1.0045238421262617,-0.8682009418870266,-0.9942993732119184,-1.1343132714597084,0.8296291109650155,-0.810644528065024,5,5,3
2004-03-13 06:00:00,-0.6556410055655515,-0.9386525783220102,-0.96425217155009,-0.9104613337808066,-1.0976757001386126,-1.2588656675998753,1.054855254177015,-0.8341716002957397,6,5,3
2004-03-13 07:00:00,-0.4491939881662828,-0.8407803411518355,-0.6689265873248325,-0.5066398112402416,-0.7461961885878525,-1.360772173532739,1.3089565439546558,-0.8230271976601374,7,5,3
2004-03-13 08:00:00,0.3765940814307917,-0.42482333317859305,0.2304740555429981,0.04274528337889915,-0.3533661462664149,-1.338126283325436,1.2916314560152706,-0.819807703565408,8,5,3
2004-03-13 09:00:00,1.0647508060950204,0.09879313568184156,0.6734624318808845,0.22587364825194606,0.12216495759637806,-0.9871149851122387,0.604402967753016,-0.7754777464149017,9,5,3
2004-03-13 10:00:00,0.7206724437629061,-0.2878022011403485,0.3781368476556269,0.01457168878304578,0.26689181529374983,-0.6700725222099959,0.11352547613711952,-0.7232228807235229,10,5,3
2004-03-13 11:00:00,1.3400134959607115,0.3141120574562259,0.8077013338014565,0.23056924735125495,0.9285003076245922,-0.30773827889314714,-0.40622716204441794,-0.6944950872628599,11,5,3
2004-03-13 12:00:00,0.9959351336285974,-0.04312160821491175,0.5257996397682557,-0.03707990130935207,0.9905261037806087,0.009304184009095474,-0.8913296243471865,-0.7838979617395792,12,5,3
2004-03-13 13:00:00,0.4454097538972143,-0.31716387229140086,0.2975935065032839,-0.44090142384991704,0.22554128452307218,0.12253363504561074,-1.0357053571753911,-0.8185694366058968,13,5,3
2004-03-13 14:00:00,-0.10511562583416847,-0.5226955703487677,-0.1990904306028315,-0.6052473923257284,-0.22931455395438194,-0.03598759640551047,-0.8335793312159047,-0.774734786239195,14,5,3
2004-03-13 15:00:00,-0.10511562583416847,-0.5422700177828027,-0.11854708945048852,-0.6005517932264195,0.06013916144036159,0.009304184009095474,-0.9028796829734427,-0.7957853245508878,15,5,3
2004-03-13 16:00:00,0.23896273649794586,-0.5275891822072765,0.015691812470083184,-0.5113354103395504,0.22554128452307218,-0.0812793768201164,-0.8162542432765199,-0.8032149263079559,16,5,3
2004-03-13 17:00:00,0.1013313915651,-0.5960997482263988,0.06938737323831191,-0.46437941934646154,0.24621654990841102,-0.1831858827529804,-0.6603284518220588,-0.7772113201582177,17,5,3
2004-03-13 18:00:00,0.7206724437629061,-0.1361002335265777,0.7271579926491133,-0.09342709050105881,0.721747653771204,-0.2511235533748893,-0.47552751380195646,-0.6944950872628599,18,5,3
2004-03-13 19:00:00,1.4088291684271348,0.1917717609935075,1.2775374905234573,0.14135286446438594,1.073227165321964,-0.28509238868584397,-0.3946771034181618,-0.6652719870183921,19,5,3
2004-03-13 20:00:00,1.4088291684271348,0.3190056693147346,1.2238419297552285,0.15074406266300375,0.9905261037806087,-0.29641533378949564,-0.29650160509498236,-0.6115312009755998,20,5,3
2004-03-13 21:00:00,1.4088291684271348,0.24560149143710358,1.103026918026714,0.16952645906023933,0.949175573009931,-0.3417071142041016,-0.14057581364052135,-0.5359969164454075,21,5,3
2004-03-13 22:00:00,0.6518567712964831,-0.18992996397017378,0.40498462803974117,-0.15446987879207444,0.6183713268445098,-0.4209677299296624,-0.03662528600421361,-0.5436741715943778,22,5,3
2004-03-13 23:00:00,0.30777840896436875,-0.5031211229147328,0.10965904381448352,-0.35168504096304803,0.34959287683510515,-0.4096447848260109,0.003799919187683503,-0.510736270471376,23,5,3
2004-03-14 00:00:00,0.5142254263636372,-0.6156741956604337,0.12308293400654063,-0.2671642571754879,0.32891761144976633,-0.500228345655223,0.2521261796521961,-0.4352019859411841,0,6,3
2004-03-14 01:00:00,0.4454097538972143,-0.4297169450371018,0.24389794573505522,-0.34229384276443026,0.12216495759637806,-0.4209677299296624,0.13085056407650394,-0.4257911570488978,1,6,3
2004-03-14 02:00:00,0.23896273649794586,-0.6205678075189425,-0.1990904306028315,-0.5582914013326394,-0.1879640231837043,-0.6587495771063444,0.5582027332479902,-0.42554350365699556,2,6,3
2004-03-14 03:00:00,0.17014706403152294,-0.42482333317859305,-0.05142763849020267,,,-0.7606560830392082,0.818079052338759,-0.39161498896638486,3,6,3
2004-03-14 04:00:00,,-0.7967378344252569,-0.6555026971327752,-0.8306361490925553,-0.6428198616611585,-0.7040413575209505,0.6852533781368106,-0.4091983797914459,4,6,3
2004-03-14 05:00:00,-0.6556410055655515,-0.9141845190294665,-0.8568610500136328,-0.9104613337808066,-0.8909230462852243,-0.7719790281428597,0.8007539643993745,-0.42653411722460477,5,6,3
2004-03-14 06:00:00,-0.7932723504983972,-0.9288653546049928,-1.0179477323183188,-0.9527217256745867,-1.0356499039825962,-0.7606560830392082,0.7487787005812209,-0.44139332073874066,6,6,3
2004-03-14 07:00:00,-0.8620880229648201,-0.9386525783220102,-1.031371622510376,-0.8118537526953198,-0.9529488424412408,-0.8965314242830263,1.0606302834901429,-0.4272770774003115,7,6,3
2004-03-14 08:00:00,-0.5180096606327057,-0.8946100715954316,-0.7897415990533468,-0.6850725770139796,-0.6014693308904808,-0.7606560830392082,0.7776538471468618,-0.4272770774003115,8,6,3
2004-03-14 09:00:00,-0.38037831569985986,-0.7918442225667481,-0.4944160148280891,-0.6052473923257284,-0.6221445962758196,-0.6700725222099959,0.6217280556924004,-0.4032546983857913,9,6,3
2004-03-14 10:00:00,0.03251571909867738,-0.43950416875411924,-0.1990904306028315,-0.4831618157436971,-0.31201561549573725,-0.43229067503331386,0.2232510330865551,-0.3782417058036621,10,6,3
2004-03-14 11:00:00,0.4454097538972143,-0.3465255434424533,0.10965904381448352,-0.3329026445658125,0.018788630669683944,-0.1605399925456774,-0.18100101883241845,-0.3631348488976237,11,6,3
2004-03-14 12:00:00,0.4454097538972143,-0.3612063790179795,0.08281126343036903,-0.40333663105544587,0.12216495759637806,0.11121068994195944,-0.6314533052564179,-0.4411456673468384,12,6,3
2004-03-14 13:00:00,-0.10511562583416847,-0.6156741956604337,-0.34675322271546033,-0.6287253878222728,-0.1879640231837043,0.3263466469113383,-1.0299303278622631,-0.6050922127861407,13,6,3
2004-03-14 14:00:00,-0.24274697076701418,-0.6597167023870123,-0.34675322271546033,-0.6756813788153618,-0.22931455395438194,0.34899253711864126,-1.0992306796198015,-0.6536322775989853,14,6,3
2004-03-14 15:00:00,-0.1739312983005914,-0.5863125245093813,-0.2527859913710602,-0.6334209869215818,-0.12593822702768784,0.4056072626368989,-1.1685310313773398,-0.6761687362620921,15,6,3
2004-03-14 16:00:00,0.5830410988300602,-0.33673831972543583,0.24389794573505522,-0.3610762391616658,0.32891761144976633,0.4395760979478535,-1.203181207256109,-0.6783976167892123,16,6,3
2004-03-14 17:00:00,0.5142254263636372,-0.3073766485743834,0.25732183592711233,-0.31412024816857687,0.30824234606442746,0.33766959201498997,-1.0645805037410323,-0.633820006246804,17,6,3
2004-03-14 18:00:00,0.23896273649794586,-0.4737594517636804,0.28416961631122656,-0.4080322301547548,0.1635154883670557,0.1565024703565654,-0.7238537742664686,-0.48250378379451747,18,6,3
2004-03-14 19:00:00,1.6840918582928257,0.21134620842754245,1.4117763924440292,0.06622327887544363,0.9078250422392534,0.009304184009095474,-0.43510230861005894,-0.3772510922360532,19,6,3
2004-03-14 20:00:00,2.5786956003563235,0.5979415452497325,1.7473736472454584,0.3667416212312129,1.2386292884046746,-0.0812793768201164,-0.18100101883241845,-0.25887277090676836,20,6,3
2004-03-14 21:00:00,0.8583037886957516,-0.02354716078087681,0.6197668711126558,-0.14038308149414777,0.6803971230005263,-0.1831858827529804,0.021125007127068333,-0.23163089779751872,21,6,3
2004-03-14 22:00:00,-0.03629995336774555,-0.5814189126508725,-0.14539486983460276,-0.4737706175450793,0.1635154883670557,-0.22847766316758633,0.10197541751086296,-0.2264301765675711,22,6,3
2004-03-14 23:00:00,0.03251571909867738,-0.684184761679556,-0.172242650218717,-0.44559702294922593,0.12216495759637806,-0.4096447848260109,0.3849518538541444,-0.23311681814893245,23,6,3
2004-03-15 00:00:00,-0.24274697076701418,-0.7478017158401695,-0.3601771129075174,-0.6709857797160529,-0.29134035011039844,-0.39832183972235924,0.3156515020966063,-0.27026482693427284,0,0,3
2004-03-15 01:00:00,-0.24274697076701418,-0.7135464328306084,-0.4272965638678033,-0.6615945815174351,-0.4153919424224314,-0.4889054005515715,0.4484771762985546,-0.2876005643674317,1,0,3
2004-03-15 02:00:00,-0.24274697076701418,-0.7478017158401695,-0.41387267367574615,-0.6522033833188173,-0.5187682693491255,-0.5568430711734806,0.6968034367630668,-0.22147710872952572,2,0,3
2004-03-15 03:00:00,-0.7244566780319742,-0.8554611767273617,-0.7628938186692326,,,-0.6474266320026929,0.8238540816518872,-0.25391970306872297,3,0,3
2004-03-15 04:00:00,,-0.8554611767273617,-0.8165893794374612,-0.8494185454897909,-0.8702477808998855,-0.6813954673136474,0.9335796386013232,-0.22395364264854842,4,0,3
2004-03-15 05:00:00,-0.7932723504983972,-0.8799292360199054,-0.8300132696295184,-0.7461153653049952,-0.808221984743869,-0.7266872477282535,1.049080224863887,-0.21800996124289404,5,0,3
2004-03-15 06:00:00,-0.5180096606327057,-0.8212058937178005,-0.4944160148280891,-0.5113354103395504,-0.6841703924318361,-0.7833019732465112,1.2281061335708607,-0.19324462205266713,6,0,3
2004-03-15 07:00:00,0.03251571909867738,-0.5471636296413114,-0.05142763849020267,-0.08873149140174992,-0.49809300396378664,-0.7946249183501626,1.2107810456314765,-0.21157097305343495,7,0,3
2004-03-15 08:00:00,2.3034329104906317,0.5734734859571888,2.1232425726230586,0.5310875897070243,0.018788630669683944,-0.6700725222099959,0.8469541989043999,-0.26877890658285913,8,0,3
2004-03-15 09:00:00,4.092640394617626,1.953472030056652,3.5730227133652335,1.085168283425474,0.7424229191565428,-0.39832183972235924,0.2925513848440932,-0.2920583254216726,9,0,3
2004-03-15 10:00:00,2.5098799278899,1.0726218955250797,2.2172098039674593,0.6907379590835266,0.9078250422392534,-0.10392526702741979,-0.20987616539805942,-0.3126135569495609,10,0,3
2004-03-15 11:00:00,1.4088291684271348,0.5636862622401714,1.3446569414837433,0.33856802663535956,0.8664745114685757,0.1678254154602171,-0.6199032466301613,-0.3601630081947966,11,0,3
2004-03-15 12:00:00,0.6518567712964831,0.010708122228684332,0.5392235299603129,-0.21551266708309008,0.4322939383764604,0.41693020774055056,-0.8740045364078017,-0.3346547088288629,12,0,3
2004-03-15 13:00:00,0.5142254263636372,-0.05780244379043795,0.6466146514967703,-0.3563806400623569,0.12216495759637806,0.5641284940880205,-0.9837300933572374,-0.2871052575836272,13,0,3
2004-03-15 14:00:00,0.5142254263636372,-0.1361002335265777,0.7137341024570562,-0.4127278292540637,-0.04323716548633253,0.6320661647099294,-1.1107807382460577,-0.3710597574384963,14,0,3
2004-03-15 15:00:00,0.23896273649794586,-0.1654619046776301,0.27074572611916947,-0.44090142384991704,-0.1879640231837043,0.688680890228187,-1.174306060690468,-0.3762604786684439,15,0,3
2004-03-15 16:00:00,0.1013313915651,-0.38078082645201444,0.19020238496682648,-0.487857414843006,-0.29134035011039844,0.688680890228187,-1.1454309141248271,-0.3485232987753898,16,0,3
2004-03-15 17:00:00,0.4454097538972143,-0.02354716078087681,0.6331907613047132,-0.4268146265519904,-0.06391243087167135,0.6207432196062781,-1.0357053571753911,-0.27695146851563424,17,0,3
2004-03-15 18:00:00,2.7163269452891687,1.234111086855868,2.9555237645306036,0.31509003113881506,1.0112013691659476,0.4735449332588082,-0.7989291553371354,-0.17541357783570377,18,0,3
2004-03-15 19:00:00,4.023824722151203,2.2813440245767374,3.908619968166663,0.7376939500766156,1.5280830037994182,0.23576308608212598,-0.3889020741050335,-0.04192839960038085,19,0,3
2004-03-15 20:00:00,2.99158963515486,1.5619830813759532,2.8078609724179744,0.34326362573466845,1.073227165321964,-0.0020187610945558102,0.19437588652091414,0.17080586404366854,20,0,3
2004-03-15 21:00:00,1.4088291684271348,0.49028208436254034,1.3178091610996285,0.04274528337889915,0.6597218576151875,-0.1831858827529804,0.4715772935510673,0.13142897473120768,21,0,3
2004-03-15 22:00:00,0.7206724437629061,0.025388957804210535,0.700310212264999,-0.25307745987756125,0.24621654990841102,-0.29641533378949564,0.633278114318657,0.09873872700010793,22,0,3
2004-03-15 23:00:00,-0.5180096606327057,-0.7429081039816607,-0.4272965638678033,-0.7414197662056864,-0.24998981933972078,-0.3417071142041016,0.7025784660761951,0.08041237599934037,23,0,3
2004-03-16 00:00:00,-0.03629995336774555,-0.31227026043289213,0.13650682419859775,-0.5629870004319484,-0.20863928856904312,-0.47758245544792,0.9509047265407077,0.05911418429574537,0,1,3
2004-03-16 01:00:00,-0.6556410055655515,-0.830993117434818,-0.6286549167486608,-0.7883757571987753,-0.5187682693491255,-0.39832183972235924,0.6563782315711697,-0.026573889302440205,1,1,3
2004-03-16 02:00:00,-0.9309036954312429,-0.9288653546049928,-0.9776760617421473,-0.9574173247738955,-1.0770004347532738,-0.39832183972235924,0.575527821187375,-0.09319265172415041,2,1,3
2004-03-16 03:00:00,-0.9997193678976658,-0.9484398020390277,-1.044795512702433,,,-0.5341971809661776,0.7430036712680926,-0.15337242595640177,3,1,3
2004-03-16 04:00:00,,-0.9484398020390277,-1.0045238421262617,-0.8822877391849532,-1.1183509655239514,-0.6813954673136474,0.9797798731063486,-0.199435956850224,4,1,3
2004-03-16 05:00:00,-1.0685350403640885,-0.9875886969070975,-1.0850671832786047,-0.98089532027044,-1.2630778232213231,-0.6247807417953898,0.8065289937125028,-0.24079407329790278,5,1,3
2004-03-16 06:00:00,-0.8620880229648201,-0.9386525783220102,-0.8837088303977471,-0.7742889599008486,-1.0149746385972573,-0.8059478634538143,1.112605547308297,-0.29082005846216114,6,1,3
2004-03-16 07:00:00,-0.5868253330991285,-0.8260995055763093,-0.6689265873248325,-0.6944637752125974,-0.8909230462852243,-0.8285937536611173,0.9971049610457331,-0.38393773381741425,7,1,3
2004-03-16 08:00:00,0.8583037886957516,-0.0039727133468418704,0.8211252239935134,0.07561447707406142,-0.33269088088107607,-0.7493331379355567,0.8354041402781438,-0.38047058633078257,8,1,3
2004-03-16 09:00:00,1.0647508060950204,0.32389928117324335,1.2909613807155143,-0.08403589230244102,-0.3740414116517537,-0.5341971809661776,0.4080519711066571,-0.37452690492512825,9,1,3
2004-03-16 10:00:00,2.165801565557786,1.067728283666571,2.015851451086602,0.7001291572821445,0.7630981845418816,-0.05863348661281344,-0.3658019568525208,-0.3921102957501893,10,1,3
2004-03-16 11:00:00,1.3400134959607115,0.5294309792306102,1.331233051291686,0.31509003113881506,1.0112013691659476,0.34899253711864126,-0.9202047709128276,-0.4552619106852679,11,1,3
2004-03-16 12:00:00,0.7894881162293287,0.3141120574562259,1.103026918026714,-0.14038308149414777,0.8457992460832369,0.688680890228187,-1.2609315003873909,-0.5013254415790898,12,1,3
2004-03-16 13:00:00,1.271197823494289,0.7202818417124508,1.6399825257090008,0.02396288698166357,0.9905261037806087,0.790587396161051,-1.3360068814580572,-0.493152879646315,13,1,3
2004-03-16 14:00:00,1.133566478561443,0.4853884725040316,1.3849286120599145,0.07561447707406142,0.9905261037806087,0.8472021216793086,-1.503482731538775,-0.6603189191803467,14,1,3
2004-03-16 15:00:00,0.4454097538972143,0.04496340523824548,0.6063429809205987,-0.31412024816857687,0.30824234606442746,0.9830774629231268,-1.6767336109326207,-0.7829073481719698,15,1,3
2004-03-16 16:00:00,0.5142254263636372,-0.08716411494149036,0.8748207847617423,-0.2953378517713413,0.32891761144976633,1.1189528041669452,-1.7691340799426718,-0.8027196195241514,16,1,3
2004-03-16 17:00:00,0.5142254263636372,-0.09695133865850783,0.7674296632252848,-0.2671642571754879,0.4116186729911216,1.0963069139596422,-1.7402589333770309,-0.7819167346043608,17,1,3
2004-03-16 18:00:00,0.8583037886957516,0.08900591196482409,1.0359074670664283,-0.2953378517713413,0.5356702653031545,0.6320661647099294,-1.3591069987105702,-0.6776546566135055,18,1,3
2004-03-16 19:00:00,1.2023821510278658,0.20645259656903373,1.2104180395631716,-0.309424649069268,0.4943197345324769,0.33766959201498997,-0.8335793312159047,-0.3777463990198576,19,1,3
2004-03-16 20:00:00,0.7206724437629061,0.05475062895526294,0.7674296632252848,-0.3798586355589014,0.6183713268445098,0.23576308608212598,-0.7238537742664686,-0.3841853872093168,20,1,3
