datetime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month
2004-03-11 13:00:00,-0.1739312983005914,0.8576430595464534,-0.37360100309957467,-0.2629273380648218,-0.4737706175450793,1.271427309421509,-0.022561900100993706,0.2332129055313339,-0.5619257470620741,-1.1343132714597084,1.5688328630454247,-0.4612055920909222,13,3,3
2004-03-11 14:00:00,0.5142254263636372,1.2492254842503854,0.19020238496682648,0.3554749898488713,-0.18733907248723672,0.5743950562297382,0.30824234606442746,0.7907141951047408,0.035370668118567025,-1.168282106770663,1.840259240762449,-0.3762604786684439,14,3,3
2004-03-11 15:00:00,0.03251571909867738,0.9682075088746224,-0.172242650218717,-0.023062192692237804,-0.2953378517713413,0.9599045146989298,0.26689181529374983,0.5509597545109959,-0.19300737297991338,-1.1343132714597084,1.7651838596917826,-0.36585903620854865,15,3,3
2004-03-11 16:00:00,0.03251571909867738,0.8852841718784956,-0.23936210117900286,-0.10176794351761694,-0.25307745987756125,1.0416792483136068,0.37026814222044396,0.38919772230316796,-0.16540123614383334,-0.9757920400085872,1.2685313387627584,-0.417618595116123,16,3,3
2004-03-11 17:00:00,0.5142254263636372,1.3045077089144699,0.1499307143906549,0.30300448929861856,-0.018297504912116486,0.6717459295805441,0.4529692037617993,0.7589395102067746,0.20351713793832732,-0.9644690949049355,1.0606302834901429,-0.5127174976065944,17,3,3
2004-03-11 18:00:00,1.8217232032256716,2.2166644158718647,1.4386241728281435,1.4236244653361596,0.16013526086162153,-0.14210737163219359,0.7837734499272204,1.8103927195576561,0.9689600229387287,-0.9078543693866779,0.8642792868437847,-0.5424359046348666,18,3,3
2004-03-11 19:00:00,3.266852325020552,3.1150005666632383,2.3246009255039164,2.0570183648356393,0.6390863689911288,-0.5198287602333207,1.2179540230193358,2.532544649056888,1.7093064199063301,-0.9757920400085872,1.1588057818133224,-0.47953194309169034,19,3,3
2004-03-11 20:00:00,2.7163269452891687,2.488468687136947,1.8681886589739727,1.7421953615341226,0.4888271978132442,-0.36017332793799894,1.073227165321964,2.122362353101324,1.58382397974233,-0.9871149851122387,1.0721803421163993,-0.5255954739855122,20,3,3
2004-03-11 21:00:00,1.2023821510278658,0.9820280650406435,0.3647129574635698,0.5128864914996296,-0.032384302210043174,0.4731501479449,0.4736444691471381,0.7242762175908115,0.6577635713320081,-1.0437297106304964,0.8527292282175282,-0.7024199958037325,21,3,3
2004-03-11 22:00:00,-0.4491939881662828,-0.6211564502178077,-0.722622148093061,-0.7126744856384168,-0.7179417707091419,1.9061550036687638,-0.580794065505142,-0.35606306894003925,-0.5067134733899139,-1.14563621656336,0.818079052338759,-0.8297138392414988,22,3,3
2004-03-11 23:00:00,-0.7932723504983972,-0.8607127570955073,-1.0045238421262617,-1.1624216332120119,-0.93863492837666,2.840723387836501,-1.2424025578359843,-0.5900402940977904,-1.181809001472235,-1.14563621656336,0.6679282901974258,-0.8911318804332616,23,3,3
2004-03-12 00:00:00,-0.31156264323343713,-0.09136846385366434,-0.561535465788375,-0.5027924834374058,-0.5864649959284928,1.6296785233524749,-0.33269088088107607,-0.23474154478416828,-0.519261717406314,-1.1343132714597084,0.5351026159954775,-0.9453679732598583,0,4,3
2004-03-12 01:00:00,-0.1739312983005914,-0.25721513784591793,-0.4944160148280891,-0.41284305392268683,-0.5348134058360949,1.6024202788142492,-0.06391243087167135,-0.2260757216301775,-0.4791073365538339,-1.2022509420816176,0.604402967753016,-0.9775629142071534,1,4,3
2004-03-12 02:00:00,-0.5180096606327057,-0.515198852944979,-0.8031654892454041,-0.8288591654282622,-0.7742889599008486,2.1826314839850527,-0.456742473193109,-0.43983269276195014,-0.8304581690130346,-1.270188612703527,0.7256785833287077,-0.9854878227480259,2,4,3
2004-03-12 03:00:00,-0.9309036954312429,-0.9712772064236764,-1.0984910734706617,-1.3685557425165762,,3.2885374052502083,,-0.7777997957675906,-1.2821949536034354,-1.2815115578071783,0.7545537298943488,-0.9892026236265602,3,4,3
2004-03-12 04:00:00,,-1.2384746256334183,-1.2058821950071192,-1.6234124594749468,-1.0607205049586912,4.117966846199075,-1.6765831309280996,-0.9308960048214278,-1.603430000423276,-1.3834180637400422,0.9624547851669643,-0.9924221177212895,4,4,3
2004-03-12 05:00:00,-1.0685350403640885,-1.1647649927479722,-1.2193060851991764,-1.6421519239571798,-1.0184601130649111,4.125754916067139,-1.4284799463040339,-0.8702352427434923,-1.5783335123904758,-1.360772173532739,0.9104795213488102,-0.9961369185998238,5,4,3
2004-03-12 06:00:00,-0.9309036954312429,-0.796216828320742,-1.1119149636627188,-1.3797994212059161,-0.8963745364828799,3.3080075799203694,-0.8702477808998855,-0.6738099179197012,-1.3449361736854355,-1.3041574480144813,0.7892039057731179,-0.9958892652079215,6,4,3
2004-03-12 07:00:00,-0.5180096606327057,-0.0406930912449202,-0.7628938186692326,-0.7838844506709027,-0.6475077842195085,2.1475851695787624,-0.1879640231837043,-0.2751820528361253,-0.6899178360293543,-1.3494492284290873,0.916254550661938,-0.9755816870719352,7,4,3
2004-03-12 08:00:00,1.5464605133599805,2.244305528203907,1.0493313572584853,1.1125493549310896,0.2822208374436528,0.23950805190296573,0.5770207960738322,1.2817775071642183,0.9463731837092086,-1.2475427224962237,0.8007539643993745,-0.93026111635382,8,4,3
2004-03-12 09:00:00,,2.050817741879611,1.6131347453248868,1.5510528238153447,,-0.26671648952122523,,1.7381775266077328,1.4181871587258494,-1.0324067655268447,0.40227694179352924,-0.9149066060558794,9,4,3
2004-03-12 10:00:00,0.6518567712964831,1.1524815910882376,0.5257996397682557,0.6702979931503878,-0.28125105447341464,0.29791857591344933,0.18419075375239455,0.7387192561807961,0.537300428774568,-0.5794889613807838,-0.43510230861005894,-0.9745910735043263,10,4,3
2004-03-12 11:00:00,0.3765940814307917,0.7516854622736246,0.2036262751588836,0.3667186685382112,-0.14507868059345666,0.5198785671532868,0.6183713268445098,0.40941797632914645,0.3616250125449676,-0.4549365652406168,-0.6256782759432896,-0.9936603846808011,11,4,3
2004-03-12 12:00:00,-0.03629995336774555,0.48909489511922316,0.015691812470083184,0.17557613081943332,-0.487857414843006,0.7768848727994146,-0.0018866347156548803,0.2332129055313339,-0.16038193853727334,-0.37567594951505623,-0.7354038328927252,-1.0055477474921097,12,4,3
2004-03-12 13:00:00,0.23896273649794586,0.7010100896648805,0.12308293400654063,0.2880129177128321,-0.4080322301547548,0.6717459295805441,0.06013916144036159,0.3949749377391618,-0.10015036725855322,-0.2511235533748893,-0.850904419155289,-0.988954970234658,13,4,3
2004-03-12 14:00:00,0.3765940814307917,0.8622499116017938,0.3647129574635698,0.5203822772925228,-0.3939454328568281,0.4419978684726421,0.20486601913773336,0.5885116548449559,0.09560223939728714,-0.22847766316758633,-0.7816040673977506,-0.9151542594477816,14,4,3
2004-03-12 15:00:00,0.5142254263636372,1.1663021472542585,0.55264742015237,0.6852895647361743,-0.2671642571754879,0.3368589252537717,0.26689181529374983,0.8196002722847101,0.2913548460531275,-0.28509238868584397,-0.7065286863270842,-0.9027715898526681,15,4,3
2004-03-12 16:00:00,0.4454097538972143,0.963600656819282,0.35128906727151243,0.5016428128102898,-0.3235114463671947,0.4614680431428033,0.1428402229817169,0.5798458316909652,0.22359432836456736,-0.27376944358219246,-0.6949786277008276,-0.8911318804332616,16,4,3
2004-03-12 17:00:00,0.17014706403152294,0.8023608348823689,0.21705016535094074,0.38171024012399773,-0.45498822114784376,0.6639578597124797,0.12216495759637806,0.4440812689451096,-0.07254423042247317,-0.1605399925456774,-0.8624544777815456,-0.9178784467587066,17,4,3
2004-03-12 18:00:00,1.2023821510278658,1.8895779199426979,1.237265819947286,1.2662129636854014,-0.1920346715865456,-0.0914849174897745,0.7424229191565428,1.3106635843441876,0.9714696717420087,-0.3643530044114048,-0.556377924185751,-0.8641376607159142,18,4,3
2004-03-12 19:00:00,1.0647508060950204,1.9586807007728035,1.0896030278346567,1.1500282838955558,-0.2108170679837812,-0.056438603083484355,0.6597218576151875,1.1286812981103813,1.066836326266649,-0.44361362013696537,-0.3369268102868799,-0.7853838820909925,19,4,3
2004-03-12 20:00:00,3.060405307621283,3.4236596543710434,3.0226432154908895,2.5142612982021273,0.43717560772084635,-0.8235634850878353,1.1766034922486581,2.6971952889827127,2.168572150906571,-0.6134577966917383,0.07310027094522199,-0.6878084456814986,20,4,3
2004-03-12 21:00:00,1.5464605133599805,2.294980900812651,1.3446569414837433,1.348666607407227,0.12726606716645927,-0.3251270135317088,0.7424229191565428,1.4002104236020925,1.5160634620537696,-0.7040413575209505,0.23480109171281127,-0.6734445489511669,21,4,3
2004-03-12 22:00:00,0.9271194611621745,1.769799766503848,0.5660713103444274,0.7040290292184075,0.028658486080972465,0.01365402572909593,0.5356702653031545,0.7704939410787623,1.174751224807689,-0.8285937536611173,0.5697527918742468,-0.622923257003104,22,4,3
2004-03-12 23:00:00,2.2346172380242093,2.6589222131845407,1.5728630747487151,1.5248175735402183,0.24935164374849053,-0.3679613978060634,0.4322939383764604,1.7497319574797205,1.59135292615217,-0.9757920400085872,0.887379404096297,-0.6152460018541337,23,4,3
2004-03-13 00:00:00,0.3765940814307917,0.8300019472144111,-0.06485152868225978,0.09312248709760758,-0.25307745987756125,0.49651435754909345,-0.0018866347156548803,0.2534331595573124,0.6577635713320081,-0.9984379302158902,0.8585042575306561,-0.6583376920451285,0,5,3
2004-03-13 01:00:00,-0.1739312983005914,0.4430263745658194,-0.3601771129075174,-0.2479357664790353,-0.5066398112402416,0.9170701304245752,-0.33269088088107607,0.019455934399561288,0.30390309006952754,-1.0437297106304964,0.8469541989043999,-0.7014293822361235,1,5,3
2004-03-13 02:00:00,-0.38037831569985986,0.3877441499017349,-0.6286549167486608,-0.5889940200556782,-0.7695933608015397,1.3259437984979603,-0.6428198616611585,-0.2636276219641376,0.050428560938247054,-1.0776985459414508,0.8469541989043999,-0.7427874986838022,2,5,3
2004-03-13 03:00:00,-0.31156264323343713,0.33246192523765034,-0.6286549167486608,-0.5852461271592316,,1.3376259033000568,,-0.22029850619418365,-0.06752493281591315,-1.190927996977966,1.054855254177015,-0.7633427302116905,3,5,3
2004-03-13 04:00:00,,0.2172906238541409,-0.5212637952122035,-0.4428261970942598,-0.6475077842195085,1.1546062614005417,-0.6221445962758196,-0.127863059218282,-0.07756352802903317,-1.2815115578071783,1.2627563094496297,-0.7670575310902247,4,5,3
2004-03-13 05:00:00,-0.7932723504983972,-0.5612673734983828,-1.0045238421262617,-1.1774132047977983,-0.8682009418870266,2.2760883224018262,-0.9942993732119184,-0.526490924301858,-0.511732770996474,-1.1343132714597084,0.8296291109650155,-0.810644528065024,5,5,3
2004-03-13 06:00:00,-0.6556410055655515,0.0007685772531431949,-0.96425217155009,-1.0987074539724193,-0.9104613337808066,2.221571833325375,-1.0976757001386126,-0.5438225706098395,-0.4715783901439939,-1.2588656675998753,1.054855254177015,-0.8341716002957397,6,5,3
2004-03-13 07:00:00,-0.4491939881662828,0.05605080191722772,-0.6689265873248325,-0.6339687348130377,-0.5066398112402416,1.5284336150676365,-0.7461961885878525,-0.13652888237227276,-0.20806526579959342,-1.360772173532739,1.3089565439546558,-0.8230271976601374,7,5,3
2004-03-13 08:00:00,0.3765940814307917,1.0879856623134723,0.2304740555429981,0.38920602591689096,0.04274528337889915,0.3874813793961908,-0.3533661462664149,0.6405065937689006,0.4243662326269677,-1.338126283325436,1.2916314560152706,-0.819807703565408,8,5,3
2004-03-13 09:00:00,1.0647508060950204,1.4196790102979793,0.6734624318808845,0.8014742445260198,0.22587364825194606,-0.021392288677194213,0.12216495759637806,0.9264787578505964,0.9739793205452887,-0.9871149851122387,0.604402967753016,-0.7754777464149017,9,5,3
2004-03-13 10:00:00,0.7206724437629061,1.5993462404562542,0.3781368476556269,0.5316259559818627,0.01457168878304578,0.13047507375006306,0.26689181529374983,0.6087319088709344,1.109500355922409,-0.6700725222099959,0.11352547613711952,-0.7232228807235229,10,5,3
2004-03-13 11:00:00,1.3400134959607115,2.03699718571359,0.8077013338014565,0.9176589243158652,0.23056924735125495,-0.10706105722590345,0.9285003076245922,0.9351445810045872,1.4056389147094495,-0.30773827889314714,-0.40622716204441794,-0.6944950872628599,11,5,3
2004-03-13 12:00:00,0.9959351336285974,1.6177736486776155,0.5257996397682557,0.6665501002539412,-0.03707990130935207,0.1538392833542565,0.9905261037806087,0.6433952014868975,0.9137477492665687,0.009304184009095474,-0.8913296243471865,-0.7838979617395792,12,5,3
2004-03-13 13:00:00,0.4454097538972143,1.0511308458707491,0.2975935065032839,0.44917231226003695,-0.44090142384991704,0.5899711959658672,0.22554128452307218,0.4151951917651403,0.19598819152848732,0.12253363504561074,-1.0357053571753911,-0.8185694366058968,13,5,3
2004-03-13 14:00:00,-0.10511562583416847,0.49370174717456355,-0.1990904306028315,-0.05679322876025743,-0.6052473923257284,0.9832687243031232,-0.22931455395438194,0.09167112734948446,-0.43393365809479384,-0.03598759640551047,-0.8335793312159047,-0.774734786239195,14,5,3
2004-03-13 15:00:00,-0.10511562583416847,0.645727865000796,-0.11854708945048852,0.02940830785801495,-0.6005517932264195,0.831401361875866,0.06013916144036159,0.21876986694134926,-0.19049772417663338,0.009304184009095474,-0.9028796829734427,-0.7957853245508878,15,5,3
2004-03-13 16:00:00,0.23896273649794586,0.9497801006532609,0.015691812470083184,0.17932402371587997,-0.5113354103395504,0.6561697898444152,0.22554128452307218,0.28231923673728165,0.1382662690530472,-0.0812793768201164,-0.8162542432765199,-0.8032149263079559,16,5,3
2004-03-13 17:00:00,0.1013313915651,1.0419171417600683,0.06938737323831191,0.2280466313696861,-0.46437941934646154,0.5471368116915125,0.24621654990841102,0.42097240720113416,0.15332416187272724,-0.1831858827529804,-0.6603284518220588,-0.7772113201582177,17,5,3
2004-03-13 18:00:00,0.7206724437629061,1.719124393895104,0.7271579926491133,0.838953173490486,-0.09342709050105881,-0.017498253743161975,0.721747653771204,0.9322559732865903,0.9338249396928087,-0.2511235533748893,-0.47552751380195646,-0.6944950872628599,18,5,3
2004-03-13 19:00:00,1.4088291684271348,2.3456562734213953,1.2775374905234573,1.2999439997534208,0.14135286446438594,-0.30176280392751537,1.073227165321964,1.3453268769601507,1.4784187300045697,-0.28509238868584397,-0.3946771034181618,-0.6652719870183921,19,5,3
2004-03-13 20:00:00,1.4088291684271348,2.354869977532076,1.2238419297552285,1.2549692849960614,0.15074406266300375,-0.3173389436636443,0.9905261037806087,1.3251066229341724,1.69173887828337,-0.29641533378949564,-0.29650160509498236,-0.6115312009755998,20,5,3
2004-03-13 21:00:00,1.4088291684271348,2.4009384980854795,1.103026918026714,1.1537761767920025,0.16952645906023933,-0.2861866641913864,0.949175573009931,1.1662331984443413,2.166062502103291,-0.3417071142041016,-0.14057581364052135,-0.5359969164454075,21,5,3
2004-03-13 22:00:00,0.6518567712964831,1.585525684290233,0.40498462803974117,0.5616090991534357,-0.15446987879207444,0.03312420039925712,0.6183713268445098,0.8427091340286855,1.5085345156439296,-0.4209677299296624,-0.03662528600421361,-0.5436741715943778,22,5,3
2004-03-13 23:00:00,0.30777840896436875,1.4657475308513832,0.10965904381448352,0.2655255603341523,-0.35168504096304803,0.22003787723280455,0.34959287683510515,0.4238610149191311,1.2876854209552893,-0.4096447848260109,0.003799919187683503,-0.510736270471376,23,5,3
2004-03-14 00:00:00,0.5142254263636372,2.000142369270867,0.12308293400654063,0.2767692390234922,-0.2671642571754879,0.20835577243070783,0.32891761144976633,0.4469698766631065,1.2851757721520094,-0.500228345655223,0.2521261796521961,-0.4352019859411841,0,6,3
2004-03-14 01:00:00,0.4454097538972143,1.769799766503848,0.24389794573505522,0.3967018117097842,-0.34229384276443026,0.1733094580244177,0.12216495759637806,0.48452177699706656,1.2726275281356092,-0.4209677299296624,0.13085056407650394,-0.4257911570488978,1,6,3
2004-03-14 02:00:00,0.23896273649794586,1.2307980760290238,-0.1990904306028315,-0.05304533586381081,-0.5582914013326394,0.4575740082087711,-0.1879640231837043,0.25054455183931545,0.7882653091025684,-0.6587495771063444,0.5582027332479902,-0.42554350365699556,2,6,3
2004-03-14 03:00:00,0.17014706403152294,1.1248404787561952,-0.05142763849020267,0.10811405868339408,,0.33296489031973947,,0.47296734612507885,0.6401960297090481,-0.7606560830392082,0.818079052338759,-0.39161498896638486,3,6,3
2004-03-14 04:00:00,,0.1389741389133545,-0.6555026971327752,-0.6227250561236979,-0.8306361490925553,1.1468181915324773,-0.6428198616611585,-0.01231875049840491,0.07050575136448708,-0.7040413575209505,0.6852533781368106,-0.4091983797914459,4,6,3
2004-03-14 05:00:00,-0.6556410055655515,-0.17429180084979115,-0.8568610500136328,-0.9300522736323211,-0.9104613337808066,1.6997711521650551,-0.8909230462852243,-0.22896432934817443,-0.23567140263567346,-0.7719790281428597,0.8007539643993745,-0.42653411722460477,5,6,3
2004-03-14 06:00:00,-0.7932723504983972,-0.10979587207502586,-1.0179477323183188,-1.2036484550729247,-0.9527217256745867,2.1787374490510203,-1.0356499039825962,-0.35606306894003925,-0.3787213844226337,-0.7606560830392082,0.7487787005812209,-0.44139332073874066,6,6,3
2004-03-14 07:00:00,-0.8620880229648201,-0.33092477073136395,-1.031371622510376,-1.2148921337622647,-0.8118537526953198,2.1359030647766657,-0.9529488424412408,-0.33584281491406076,-0.4264047116849538,-0.8965314242830263,1.0606302834901429,-0.4272770774003115,7,6,3
2004-03-14 08:00:00,-0.5180096606327057,0.2541454402968639,-0.7897415990533468,-0.8138675938424758,-0.6850725770139796,1.5167515102655398,-0.6014693308904808,-0.12208584378228814,-0.16038193853727334,-0.7606560830392082,0.7776538471468618,-0.4272770774003115,8,6,3
2004-03-14 09:00:00,-0.38037831569985986,0.6226936047240941,-0.4944160148280891,-0.41659094681913345,-0.6052473923257284,0.8547655714800594,-0.6221445962758196,0.20432682835136462,0.17591100110224728,-0.6700725222099959,0.6217280556924004,-0.4032546983857913,9,6,3
2004-03-14 10:00:00,0.03251571909867738,1.0695582540921107,-0.1990904306028315,-0.060541121656704056,-0.4831618157436971,0.45367997327473886,-0.31201561549573725,0.4556356998170973,0.5071846431352078,-0.43229067503331386,0.2232510330865551,-0.3782417058036621,10,6,3
2004-03-14 11:00:00,0.4454097538972143,1.5901325363455734,0.10965904381448352,0.2617776674377057,-0.3329026445658125,0.16552138815635323,0.018788630669683944,0.6925015326928453,0.8334389875616085,-0.1605399925456774,-0.18100101883241845,-0.3631348488976237,11,6,3
2004-03-14 12:00:00,0.4454097538972143,1.4565338267407024,0.08281126343036903,0.23554241716257934,-0.40333663105544587,0.2784484012432881,0.12216495759637806,0.6376179860509037,0.6000416488565681,0.11121068994195944,-0.6314533052564179,-0.4411456673468384,12,6,3
2004-03-14 13:00:00,-0.10511562583416847,0.8346087992697515,-0.34675322271546033,-0.22170051620390893,-0.6287253878222728,0.9676925845669943,-0.1879640231837043,0.19854961291537077,-0.10767931366839323,0.3263466469113383,-1.0299303278622631,-0.6050922127861407,13,6,3
2004-03-14 14:00:00,-0.24274697076701418,0.49370174717456355,-0.34675322271546033,-0.22544840910035557,-0.6756813788153618,1.045573283247639,-0.22931455395438194,0.09744834278547831,-0.3787213844226337,0.34899253711864126,-1.0992306796198015,-0.6536322775989853,14,6,3
2004-03-14 15:00:00,-0.1739312983005914,0.7286512019969228,-0.2527859913710602,-0.12425530089629669,-0.6334209869215818,0.9560104797648976,-0.12593822702768784,0.15810910486341379,-0.3084512179307936,0.4056072626368989,-1.1685310313773398,-0.6761687362620921,15,6,3
2004-03-14 16:00:00,0.5830410988300602,1.6500216130649983,0.24389794573505522,0.3967018117097842,-0.3610762391616658,0.539348741823448,0.32891761144976633,0.548071146792999,0.1909688939219273,0.4395760979478535,-1.203181207256109,-0.6783976167892123,16,6,3
2004-03-14 17:00:00,0.5142254263636372,1.5578845719581906,0.25732183592711233,0.419189169088464,-0.31412024816857687,0.4186336588684487,0.30824234606442746,0.6116205165889314,0.4595013158728878,0.33766959201498997,-1.0645805037410323,-0.633820006246804,17,6,3
2004-03-14 18:00:00,0.23896273649794586,1.7421586541718057,0.28416961631122656,0.43418074067425044,-0.4080322301547548,0.3641171697919974,0.1635154883670557,0.6202863397429221,0.6000416488565681,0.1565024703565654,-0.7238537742664686,-0.48250378379451747,18,6,3
2004-03-14 19:00:00,1.6840918582928257,3.26241983243413,1.4117763924440292,1.3973892150610332,0.06622327887544363,-0.3212329785976766,0.9078250422392534,1.5504180249379327,1.69424852708665,0.009304184009095474,-0.43510230861005894,-0.3772510922360532,19,6,3
2004-03-14 20:00:00,2.5786956003563235,3.677036517414764,1.7473736472454584,1.6559938249158503,0.3667416212312129,-0.6016034938479977,1.2386292884046746,1.8681648739175947,2.213745829365611,-0.0812793768201164,-0.18100101883241845,-0.25887277090676836,20,6,3
2004-03-14 21:00:00,0.8583037886957516,2.119920522709717,0.6197668711126558,0.7527516368722136,-0.14038308149414777,-0.20051789564267716,0.6803971230005263,1.0449116742884703,1.5687660869226498,-0.1831858827529804,0.021125007127068333,-0.23163089779751872,21,6,3
2004-03-14 22:00:00,-0.03629995336774555,1.0327034376493878,-0.14539486983460276,0.003173057582888572,-0.4737706175450793,0.34464699512183616,0.1635154883670557,0.37764329143118025,1.0040951061846488,-0.22847766316758633,0.10197541751086296,-0.2264301765675711,22,6,3
2004-03-14 23:00:00,0.03251571909867738,1.1478747390328972,-0.172242650218717,-0.023062192692237804,-0.44559702294922593,0.3796933095281263,0.12216495759637806,0.46430152297108807,0.8183810947419284,-0.4096447848260109,0.3849518538541444,-0.23311681814893245,23,6,3
2004-03-15 00:00:00,-0.24274697076701418,0.6411210129454556,-0.3601771129075174,-0.2516836593754819,-0.6709857797160529,0.5821831260978027,-0.29134035011039844,0.26209898271130316,0.569925863217208,-0.39832183972235924,0.3156515020966063,-0.27026482693427284,0,0,3
2004-03-15 01:00:00,-0.24274697076701418,0.6411210129454556,-0.4272965638678033,-0.3228936244079678,-0.6615945815174351,0.6795339994486087,-0.4153919424224314,0.25054455183931545,0.37919255416792763,-0.4889054005515715,0.4484771762985546,-0.2876005643674317,1,0,3
2004-03-15 02:00:00,-0.24274697076701418,0.57201823211535,-0.41387267367574615,-0.3153978386150746,-0.6522033833188173,0.6328055802402218,-0.5187682693491255,0.3169825293532448,0.3164513340859275,-0.5568430711734806,0.6968034367630668,-0.22147710872952572,2,0,3
