datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,T_lag1,T_lag2,T_lag7,RH_lag1,RH_lag2,RH_lag7,AH_lag1,AH_lag2,AH_lag7,PT08.S1(CO)_lag1,PT08.S1(CO)_lag2,PT08.S1(CO)_lag7,PT08.S2(NMHC)_lag1,PT08.S2(NMHC)_lag2,PT08.S2(NMHC)_lag7,PT08.S3(NOx)_lag1,PT08.S3(NOx)_lag2,PT08.S3(NOx)_lag7,PT08.S4(NO2)_lag1,PT08.S4(NO2)_lag2,PT08.S4(NO2)_lag7,PT08.S5(O3)_lag1,PT08.S5(O3)_lag2,PT08.S5(O3)_lag7,T_rollmean_3,T_rollmean_7,RH_rollmean_3,RH_rollmean_7,AH_rollmean_3,AH_rollmean_7,PT08.S1(CO)_rollmean_3,PT08.S1(CO)_rollmean_7,PT08.S2(NMHC)_rollmean_3,PT08.S2(NMHC)_rollmean_7,PT08.S3(NOx)_rollmean_3,PT08.S3(NOx)_rollmean_7,PT08.S4(NO2)_rollmean_3,PT08.S4(NO2)_rollmean_7,PT08.S5(O3)_rollmean_3,PT08.S5(O3)_rollmean_7
2004-03-20,2.066666666666667,1288.625,,8.754166666666666,911.9583333333334,128.91666666666666,968.4583333333334,96.08333333333333,1609.0833333333333,1019.0,15.862499999999999,52.18333333333334,0.9289958333333334,11.5,5.0,3.0,14.191666666666668,17.7625,12.866666666666667,57.90416666666667,44.0875,51.53333333333333,0.9239583333333333,0.8260166666666667,0.7322958333333333,1304.2916666666667,1352.6666666666667,1330.6666666666667,1058.0,1072.5833333333333,992.8333333333334,913.375,901.1666666666666,993.2083333333334,1745.4166666666667,1702.8333333333333,1595.7916666666667,1095.7916666666667,1301.0,1245.9166666666667,15.93888888888889,16.942857142857143,51.39166666666667,48.47857142857142,0.8929902777777778,0.8783726190476191,1315.1944444444446,1351.625,1014.1805555555555,1040.9107142857142,927.6666666666666,928.5535714285714,1685.7777777777776,1716.5952380952383,1138.5972222222224,1259.6547619047617
2004-03-21,1.9666666666666668,1252.7083333333333,,7.595833333333334,870.625,115.58333333333333,975.6666666666666,89.02083333333333,1601.7916666666667,954.25,17.2125,52.45416666666667,1.0063208333333333,11.5,6.0,3.0,15.862499999999999,14.191666666666668,16.0125,52.18333333333334,57.90416666666667,48.85,0.9289958333333334,0.9239583333333333,0.8496708333333333,1288.625,1304.2916666666667,1361.125,911.9583333333334,1058.0,943.9166666666666,968.4583333333334,913.375,1001.2916666666666,1609.0833333333333,1745.4166666666667,1602.375,1019.0,1095.7916666666667,1234.2083333333333,15.755555555555555,17.114285714285717,54.180555555555564,48.993452380952384,0.9530916666666668,0.9007511904761903,1281.875,1336.1369047619048,946.8611111111112,1030.4404761904764,952.5,924.8928571428571,1652.0972222222224,1716.5119047619048,1023.013888888889,1219.6607142857142
2004-03-22,2.066666666666667,1129.3333333333333,388.29090909090905,9.4125,911.5416666666666,120.16666666666667,1062.25,88.0,1595.3333333333333,857.875,17.358333333333334,44.833333333333336,0.8579333333333333,11.5,0.0,3.0,17.2125,15.862499999999999,17.366666666666667,52.45416666666667,52.18333333333334,50.32083333333333,1.0063208333333333,0.9289958333333334,0.9440291666666667,1252.7083333333333,1288.625,1452.1666666666667,870.625,911.9583333333334,1138.9166666666667,975.6666666666666,968.4583333333334,845.625,1601.7916666666667,1609.0833333333333,1888.625,954.25,1019.0,1439.0833333333333,16.811111111111114,17.113095238095237,49.82361111111112,48.209523809523816,0.9310833333333334,0.8884517857142856,1223.5555555555554,1290.017857142857,898.0416666666666,997.9583333333333,1002.125,955.8392857142857,1602.0694444444443,1674.6130952380954,943.7083333333334,1136.6309523809525
2004-03-23,1.9375,1122.1666666666667,167.54166666666666,8.9625,896.625,122.60416666666667,1073.5416666666667,95.0625,1557.0,892.7083333333334,12.133333333333333,60.46666666666667,0.8424999999999999,11.5,1.0,3.0,17.358333333333334,17.2125,18.625,44.833333333333336,52.45416666666667,44.8375,0.8579333333333333,1.0063208333333333,0.8710208333333332,1129.3333333333333,1252.7083333333333,1339.6666666666667,911.5416666666666,870.625,1061.9166666666667,1062.25,975.6666666666666,939.2916666666666,1595.3333333333333,1601.7916666666667,1726.625,857.875,954.25,1322.625,15.568055555555555,16.185714285714287,52.58472222222223,50.44226190476191,0.9022513888888888,0.884377380952381,1168.0694444444443,1258.9464285714287,892.9305555555555,974.345238095238,1037.1527777777776,975.0178571428571,1584.7083333333333,1650.3809523809525,901.6111111111112,1075.2142857142858
2004-03-24,2.0500000000000003,1149.0416666666667,186.83333333333334,8.625,888.875,125.4375,1040.75,95.14583333333333,1541.625,909.9583333333334,11.674999999999999,59.0875,0.7967083333333332,11.5,2.0,3.0,12.133333333333333,17.358333333333334,18.779166666666665,60.46666666666667,44.833333333333336,41.166666666666664,0.8424999999999999,0.8579333333333333,0.8049166666666667,1122.1666666666667,1129.3333333333333,1362.8333333333333,896.625,911.5416666666666,1099.0833333333333,1073.5416666666667,1062.25,930.6666666666666,1557.0,1595.3333333333333,1741.2083333333333,892.7083333333334,857.875,1405.875,13.722222222222223,15.170833333333333,54.79583333333334,53.00238095238096,0.8323805555555555,0.8832047619047618,1133.513888888889,1228.404761904762,899.0138888888888,944.3154761904761,1058.8472222222224,990.7440476190477,1564.6527777777776,1621.8690476190477,886.8472222222223,1004.3690476190477
2004-03-25,1.9041666666666668,1084.9583333333333,199.58333333333334,8.095833333333333,859.7083333333334,111.95833333333333,1124.2083333333333,87.29166666666667,1494.6666666666667,800.4583333333334,11.633333333333333,58.79583333333333,0.7820791666666667,11.5,3.0,3.0,11.674999999999999,12.133333333333333,17.7625,59.0875,60.46666666666667,44.0875,0.7967083333333332,0.8424999999999999,0.8260166666666667,1149.0416666666667,1122.1666666666667,1352.6666666666667,888.875,896.625,1072.5833333333333,1040.75,1073.5416666666667,901.1666666666666,1541.625,1557.0,1702.8333333333333,909.9583333333334,892.7083333333334,1301.0,11.81388888888889,14.295238095238096,59.449999999999996,55.103571428571435,0.8070958333333332,0.8769279761904761,1118.7222222222224,1190.1607142857142,881.7361111111112,913.904761904762,1079.5,1022.6071428571429,1531.0972222222224,1592.1309523809523,867.7083333333334,932.8630952380953
2004-03-26,1.8791666666666667,1084.7083333333333,174.45833333333334,8.424999999999999,892.5,118.375,1032.2083333333333,91.54166666666667,1457.625,888.5,11.666666666666666,51.291666666666664,0.6764916666666667,11.5,4.0,3.0,11.633333333333333,11.674999999999999,14.191666666666668,58.79583333333333,59.0875,57.90416666666667,0.7820791666666667,0.7967083333333332,0.9239583333333333,1084.9583333333333,1149.0416666666667,1304.2916666666667,859.7083333333334,888.875,1058.0,1124.2083333333333,1040.75,913.375,1494.6666666666667,1541.625,1745.4166666666667,800.4583333333334,909.9583333333334,1095.7916666666667,11.658333333333333,13.934523809523808,56.39166666666667,54.158928571428575,0.7517597222222222,0.8415755952380952,1106.236111111111,1158.7916666666667,880.3611111111112,890.2619047619048,1065.722222222222,1039.5833333333333,1497.9722222222224,1551.017857142857,866.3055555555555,903.25
2004-03-27,1.8083333333333333,1095.125,145.45833333333334,7.7625,873.125,109.75,1046.0833333333333,92.10416666666667,1425.8333333333333,900.75,12.583333333333334,46.541666666666664,0.64155,11.5,5.0,3.0,11.666666666666666,11.633333333333333,15.862499999999999,51.291666666666664,58.79583333333333,52.18333333333334,0.6764916666666667,0.7820791666666667,0.9289958333333334,1084.7083333333333,1084.9583333333333,1288.625,892.5,859.7083333333334,911.9583333333334,1032.2083333333333,1124.2083333333333,968.4583333333334,1457.625,1494.6666666666667,1609.0833333333333,888.5,800.4583333333334,1019.0,11.961111111111114,13.466071428571428,52.20972222222222,53.35297619047619,0.7000402777777778,0.8005119047619047,1088.263888888889,1131.1488095238094,875.1111111111112,884.7142857142857,1067.4999999999998,1050.672619047619,1459.375,1524.8392857142858,863.2361111111112,886.3571428571429
2004-03-28,1.5625,1059.7083333333333,106.33333333333333,5.566666666666666,783.4583333333334,86.75,1121.75,78.91666666666667,1348.0833333333333,783.75,13.458333333333334,45.725,0.6638875,11.5,6.0,3.0,12.583333333333334,11.666666666666666,17.2125,46.541666666666664,51.291666666666664,52.45416666666667,0.64155,0.6764916666666667,1.0063208333333333,1095.125,1084.7083333333333,1252.7083333333333,873.125,892.5,870.625,1046.0833333333333,1032.2083333333333,975.6666666666666,1425.8333333333333,1457.625,1601.7916666666667,900.75,888.5,954.25,12.569444444444448,12.929761904761905,47.85277777777778,52.391666666666666,0.6606430555555556,0.751592857142857,1079.847222222222,1103.577380952381,849.6944444444443,872.2619047619047,1066.6805555555554,1071.5416666666665,1410.5138888888887,1488.595238095238,857.6666666666666,862.0
2004-03-29,1.4666666666666668,992.0,134.58333333333334,5.570833333333333,762.2083333333334,91.35416666666667,1194.0833333333333,83.0625,1275.5833333333333,630.7083333333334,13.387500000000001,37.666666666666664,0.5602791666666667,11.5,0.0,3.0,13.458333333333334,12.583333333333334,17.358333333333334,45.725,46.541666666666664,44.833333333333336,0.6638875,0.64155,0.8579333333333333,1059.7083333333333,1095.125,1129.3333333333333,783.4583333333334,873.125,911.5416666666666,1121.75,1046.0833333333333,1062.25,1348.0833333333333,1425.8333333333333,1595.3333333333333,783.75,900.75,857.875,13.143055555555557,12.3625,43.31111111111111,51.36785714285714,0.6219055555555556,0.7090708333333333,1048.9444444444443,1083.9583333333333,806.2638888888888,850.9285714285714,1120.6388888888887,1090.375,1349.8333333333333,1442.9166666666665,771.736111111111,829.5476190476192
2004-03-30,2.1416666666666666,1187.0416666666667,258.7916666666667,9.508333333333333,912.9166666666666,131.8125,1019.875,100.95833333333333,1447.0,1003.9166666666666,15.508333333333333,34.4625,0.5942958333333334,11.5,1.0,3.0,13.387500000000001,13.458333333333334,12.133333333333333,37.666666666666664,45.725,60.46666666666667,0.5602791666666667,0.6638875,0.8424999999999999,992.0,1059.7083333333333,1122.1666666666667,762.2083333333334,783.4583333333334,896.625,1194.0833333333333,1121.75,1073.5416666666667,1275.5833333333333,1348.0833333333333,1557.0,630.7083333333334,783.75,892.7083333333334,14.118055555555557,12.844642857142857,39.28472222222223,47.65297619047619,0.6061541666666667,0.6736130952380952,1079.5833333333333,1093.2261904761904,819.5277777777777,853.2559523809524,1111.9027777777776,1082.7083333333333,1356.888888888889,1427.202380952381,806.125,845.4345238095239
2004-03-31,1.925,1181.125,193.875,7.870833333333334,863.2916666666666,117.79166666666667,1015.4583333333334,94.41666666666667,1513.5416666666667,904.25,13.5875,55.025,0.8417916666666666,11.5,2.0,3.0,15.508333333333333,13.387500000000001,11.674999999999999,34.4625,37.666666666666664,59.0875,0.5942958333333334,0.5602791666666667,0.7967083333333332,1187.0416666666667,992.0,1149.0416666666667,912.9166666666666,762.2083333333334,888.875,1019.875,1194.0833333333333,1040.75,1447.0,1275.5833333333333,1541.625,1003.9166666666666,630.7083333333334,909.9583333333334,14.161111111111111,13.117857142857144,42.38472222222222,47.07261904761905,0.6654555555555556,0.6800535714285714,1120.0555555555557,1097.8095238095236,846.1388888888888,849.6011904761906,1076.4722222222222,1079.095238095238,1412.0416666666667,1423.190476190476,846.2916666666666,844.6190476190476
2004-04-01,2.5500000000000003,1240.875,310.125,12.033333333333333,1016.4166666666666,156.8125,878.7083333333334,94.875,1609.7916666666667,1134.9166666666667,16.416666666666668,48.57916666666667,0.8522958333333334,11.5,3.0,4.0,13.5875,15.508333333333333,11.633333333333333,55.025,34.4625,58.79583333333333,0.8417916666666666,0.5942958333333334,0.7820791666666667,1181.125,1187.0416666666667,1084.9583333333333,863.2916666666666,912.9166666666666,859.7083333333334,1015.4583333333334,1019.875,1124.2083333333333,1513.5416666666667,1447.0,1494.6666666666667,904.25,1003.9166666666666,800.4583333333334,15.170833333333334,13.801190476190476,46.02222222222223,45.61309523809524,0.7627944444444444,0.6900845238095238,1203.013888888889,1120.0833333333333,930.875,871.9880952380952,971.3472222222223,1044.0238095238094,1523.4444444444446,1439.6369047619048,1014.361111111111,892.3988095238095
2004-04-02,2.716666666666667,1288.9166666666667,367.0833333333333,13.208333333333334,1059.2916666666667,149.22916666666666,844.1666666666666,115.91666666666667,1708.7083333333333,1197.375,17.941666666666666,49.104166666666664,0.9348875,11.5,4.0,4.0,16.416666666666668,13.5875,11.666666666666666,48.57916666666667,55.025,51.291666666666664,0.8522958333333334,0.8417916666666666,0.6764916666666667,1240.875,1181.125,1084.7083333333333,1016.4166666666666,863.2916666666666,892.5,878.7083333333334,1015.4583333333334,1032.2083333333333,1609.7916666666667,1513.5416666666667,1457.625,1134.9166666666667,904.25,888.5,15.981944444444446,14.697619047619048,50.90277777777778,45.30059523809524,0.876325,0.7269982142857143,1236.9722222222224,1149.2559523809525,979.6666666666666,895.8154761904761,912.7777777777778,1017.1607142857143,1610.6805555555557,1475.5059523809523,1078.8472222222224,936.5238095238095
2004-04-03,1.9153846153846152,1307.2083333333333,223.39999999999998,10.887500000000001,989.7083333333334,130.96153846153845,862.4583333333334,90.43846153846154,1659.125,1140.4583333333333,19.133333333333333,45.699999999999996,0.9607041666666666,11.5,5.0,4.0,17.941666666666666,16.416666666666668,12.583333333333334,49.104166666666664,48.57916666666667,46.541666666666664,0.9348875,0.8522958333333334,0.64155,1288.9166666666667,1240.875,1095.125,1059.2916666666667,1016.4166666666666,873.125,844.1666666666666,878.7083333333334,1046.0833333333333,1708.7083333333333,1609.7916666666667,1425.8333333333333,1197.375,1134.9166666666667,900.75,17.83055555555556,15.633333333333335,47.794444444444444,45.18035714285714,0.9159625,0.7725916666666667,1279.0,1179.5535714285713,1021.8055555555557,912.470238095238,861.7777777777777,990.9285714285714,1659.2083333333333,1508.8333333333333,1157.5833333333333,970.7678571428571
2004-04-04,,1202.7916666666667,,7.2124999999999995,856.7916666666666,,939.7083333333334,,1562.375,824.7916666666666,18.89166666666667,50.1625,1.0414875,11.5,6.0,4.0,19.133333333333333,17.941666666666666,13.458333333333334,45.699999999999996,49.104166666666664,45.725,0.9607041666666666,0.9348875,0.6638875,1307.2083333333333,1288.9166666666667,1059.7083333333333,989.7083333333334,1059.2916666666667,783.4583333333334,862.4583333333334,844.1666666666666,1121.75,1659.125,1708.7083333333333,1348.0833333333333,1140.4583333333333,1197.375,783.75,18.655555555555555,16.40952380952381,48.32222222222222,45.814285714285724,0.9790263888888888,0.8265345238095237,1266.3055555555557,1199.9940476190477,968.5972222222222,922.9464285714286,882.1111111111112,964.922619047619,1643.4027777777776,1539.4464285714287,1054.2083333333333,976.6309523809524
2004-04-05,2.817647058823529,1283.625,387.6941176470588,10.845833333333333,970.5416666666666,171.2941176470588,877.2083333333334,110.63529411764705,1703.4583333333333,1069.9583333333333,16.8625,53.95416666666667,1.0167625,11.5,0.0,4.0,18.89166666666667,19.133333333333333,13.387500000000001,50.1625,45.699999999999996,37.666666666666664,1.0414875,0.9607041666666666,0.5602791666666667,1202.7916666666667,1307.2083333333333,992.0,856.7916666666666,989.7083333333334,762.2083333333334,939.7083333333334,862.4583333333334,1194.0833333333333,1562.375,1659.125,1275.5833333333333,824.7916666666666,1140.4583333333333,630.7083333333334,18.295833333333334,16.90595238095238,49.9388888888889,48.14107142857143,1.0063180555555555,0.8917464285714286,1264.5416666666667,1241.654761904762,939.0138888888888,952.7083333333334,893.125,919.6547619047618,1641.6527777777776,1600.5714285714287,1011.736111111111,1039.3809523809525
2004-04-06,2.2333333333333334,1200.5416666666667,308.0416666666667,10.941666666666668,969.875,132.02083333333334,889.5833333333334,93.58333333333333,1663.7916666666667,941.2083333333334,16.925,48.20416666666667,0.9090541666666666,11.5,1.0,4.0,16.8625,18.89166666666667,15.508333333333333,53.95416666666667,50.1625,34.4625,1.0167625,1.0414875,0.5942958333333334,1283.625,1202.7916666666667,1187.0416666666667,970.5416666666666,856.7916666666666,912.9166666666666,877.2083333333334,939.7083333333334,1019.875,1703.4583333333333,1562.375,1447.0,1069.9583333333333,824.7916666666666,1003.9166666666666,17.559722222222224,17.108333333333334,50.773611111111116,50.10416666666667,0.9891013888888888,0.9367119047619047,1228.986111111111,1243.5833333333335,932.4027777777777,960.8452380952382,902.1666666666666,901.0416666666667,1643.2083333333333,1631.5416666666665,945.3194444444443,1030.422619047619
2004-04-07,1.6375,1051.7916666666667,160.625,6.9750000000000005,823.1666666666666,97.27083333333333,1090.125,82.72916666666667,1470.25,685.4583333333334,14.320833333333333,54.71666666666667,0.8671875,11.5,2.0,4.0,16.925,16.8625,13.5875,48.20416666666667,53.95416666666667,55.025,0.9090541666666666,1.0167625,0.8417916666666666,1200.5416666666667,1283.625,1181.125,969.875,970.5416666666666,863.2916666666666,889.5833333333334,877.2083333333334,1015.4583333333334,1663.7916666666667,1703.4583333333333,1513.5416666666667,941.2083333333334,1069.9583333333333,904.25,16.036111111111115,17.21309523809524,52.29166666666668,50.06011904761905,0.9310013888888888,0.940339880952381,1178.652777777778,1225.107142857143,921.1944444444443,955.1130952380952,952.3055555555555,911.7083333333334,1612.5,1625.357142857143,898.875,999.1666666666667
2004-04-08,2.504166666666667,1153.25,306.875,11.804166666666667,1005.75,150.0625,909.25,104.1875,1591.0416666666667,1079.875,14.479166666666666,49.2875,0.7366083333333333,11.5,3.0,4.0,14.320833333333333,16.925,16.416666666666668,54.71666666666667,48.20416666666667,48.57916666666667,0.8671875,0.9090541666666666,0.8522958333333334,1051.7916666666667,1200.5416666666667,1240.875,823.1666666666666,969.875,1016.4166666666666,1090.125,889.5833333333334,878.7083333333334,1470.25,1663.7916666666667,1609.7916666666667,685.4583333333334,941.2083333333334,1134.9166666666667,15.241666666666667,16.936309523809523,50.73611111111112,50.16130952380953,0.8376166666666666,0.9238130952380953,1135.1944444444446,1212.5892857142858,932.9305555555557,953.5892857142857,962.986111111111,916.0714285714286,1575.027777777778,1622.6785714285713,902.1805555555555,991.3035714285714
2004-04-09,2.4541666666666666,1135.8333333333333,224.29166666666666,7.683333333333334,885.3333333333334,179.66666666666666,909.1666666666666,111.58333333333333,1509.3333333333333,1089.8333333333333,12.716666666666667,60.449999999999996,0.8788666666666667,11.5,4.0,4.0,14.479166666666666,14.320833333333333,17.941666666666666,49.2875,54.71666666666667,49.104166666666664,0.7366083333333333,0.8671875,0.9348875,1153.25,1051.7916666666667,1288.9166666666667,1005.75,823.1666666666666,1059.2916666666667,909.25,1090.125,844.1666666666666,1591.0416666666667,1470.25,1708.7083333333333,1079.875,685.4583333333334,1197.375,13.838888888888889,16.189880952380953,54.81805555555556,51.78214285714286,0.8275541666666667,0.9158101190476191,1113.625,1190.720238095238,904.75,928.7380952380953,969.5138888888888,925.3571428571429,1523.5416666666667,1594.1964285714287,951.7222222222221,975.9404761904761
