datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,T_lag1,T_lag2,T_lag7,RH_lag1,RH_lag2,RH_lag7,AH_lag1,AH_lag2,AH_lag7,C6H6(GT)_lag1,C6H6(GT)_lag2,C6H6(GT)_lag7,C6H6(GT)_rollmean_3,C6H6(GT)_rollmean_7,CO(GT)_lag1,CO(GT)_lag2,CO(GT)_lag7,CO(GT)_rollmean_3,CO(GT)_rollmean_7,NOx(GT)_lag1,NOx(GT)_lag2,NOx(GT)_lag7,NOx(GT)_rollmean_3,NOx(GT)_rollmean_7,NO2(GT)_lag1,NO2(GT)_lag2,NO2(GT)_lag7,NO2(GT)_rollmean_3,NO2(GT)_rollmean_7
2004-03-27,1.8083333333333333,1095.125,145.45833333333334,7.7625,873.125,109.75,1046.0833333333333,92.10416666666667,1425.8333333333333,900.75,12.583333333333334,46.541666666666664,0.64155,11.5,5.0,3.0,11.666666666666666,11.633333333333333,15.862499999999999,51.291666666666664,58.79583333333333,52.18333333333334,0.6764916666666667,0.7820791666666667,0.9289958333333334,8.424999999999999,8.095833333333333,8.754166666666666,8.094444444444443,8.411309523809523,1.8791666666666667,1.9041666666666668,2.066666666666667,1.863888888888889,1.9446428571428573,118.375,111.95833333333333,128.91666666666666,113.3611111111111,117.69642857142857,91.54166666666667,87.29166666666667,96.08333333333333,90.3125,91.16666666666666
2004-03-28,1.5625,1059.7083333333333,106.33333333333333,5.566666666666666,783.4583333333334,86.75,1121.75,78.91666666666667,1348.0833333333333,783.75,13.458333333333334,45.725,0.6638875,11.5,6.0,3.0,12.583333333333334,11.666666666666666,17.2125,46.541666666666664,51.291666666666664,52.45416666666667,0.64155,0.6764916666666667,1.0063208333333333,7.7625,8.424999999999999,7.595833333333334,7.251388888888889,8.121428571428572,1.8083333333333333,1.8791666666666667,1.9666666666666668,1.75,1.886904761904762,109.75,118.375,115.58333333333333,104.95833333333333,113.57738095238096,92.10416666666667,91.54166666666667,89.02083333333333,87.52083333333333,89.72321428571429
2004-03-29,1.4666666666666668,992.0,134.58333333333334,5.570833333333333,762.2083333333334,91.35416666666667,1194.0833333333333,83.0625,1275.5833333333333,630.7083333333334,13.387500000000001,37.666666666666664,0.5602791666666667,11.5,0.0,3.0,13.458333333333334,12.583333333333334,17.358333333333334,45.725,46.541666666666664,44.833333333333336,0.6638875,0.64155,0.8579333333333333,5.566666666666666,7.7625,9.4125,6.3,7.572619047619048,1.5625,1.8083333333333333,2.066666666666667,1.6125,1.8011904761904762,86.75,109.75,120.16666666666667,95.9513888888889,109.46130952380952,78.91666666666667,92.10416666666667,88.0,84.69444444444444,89.01785714285714
2004-03-30,2.1416666666666666,1187.0416666666667,258.7916666666667,9.508333333333333,912.9166666666666,131.8125,1019.875,100.95833333333333,1447.0,1003.9166666666666,15.508333333333333,34.4625,0.5942958333333334,11.5,1.0,3.0,13.387500000000001,13.458333333333334,12.133333333333333,37.666666666666664,45.725,60.46666666666667,0.5602791666666667,0.6638875,0.8424999999999999,5.570833333333333,5.566666666666666,8.9625,6.881944444444444,7.650595238095238,1.4666666666666668,1.5625,1.9375,1.7236111111111112,1.8303571428571428,91.35416666666667,86.75,122.60416666666667,103.30555555555556,110.77678571428571,83.0625,78.91666666666667,95.0625,87.64583333333333,89.86011904761905
2004-03-31,1.925,1181.125,193.875,7.870833333333334,863.2916666666666,117.79166666666667,1015.4583333333334,94.41666666666667,1513.5416666666667,904.25,13.5875,55.025,0.8417916666666666,11.5,2.0,3.0,15.508333333333333,13.387500000000001,11.674999999999999,34.4625,37.666666666666664,59.0875,0.5942958333333334,0.5602791666666667,0.7967083333333332,9.508333333333333,5.570833333333333,8.625,7.6499999999999995,7.542857142857143,2.1416666666666666,1.4666666666666668,2.0500000000000003,1.8444444444444443,1.8125,131.8125,91.35416666666667,125.4375,113.65277777777779,109.68452380952381,100.95833333333333,83.0625,95.14583333333333,92.8125,89.7559523809524
2004-04-01,2.5500000000000003,1240.875,310.125,12.033333333333333,1016.4166666666666,156.8125,878.7083333333334,94.875,1609.7916666666667,1134.9166666666667,16.416666666666668,48.57916666666667,0.8522958333333334,11.5,3.0,4.0,13.5875,15.508333333333333,11.633333333333333,55.025,34.4625,58.79583333333333,0.8417916666666666,0.5942958333333334,0.7820791666666667,7.870833333333334,9.508333333333333,8.095833333333333,9.804166666666667,8.105357142857143,1.925,2.1416666666666666,1.9041666666666668,2.2055555555555557,1.9047619047619047,117.79166666666667,131.8125,111.95833333333333,135.47222222222223,116.0922619047619,94.41666666666667,100.95833333333333,87.29166666666667,96.75,90.83928571428571
2004-04-02,2.716666666666667,1288.9166666666667,367.0833333333333,13.208333333333334,1059.2916666666667,149.22916666666666,844.1666666666666,115.91666666666667,1708.7083333333333,1197.375,17.941666666666666,49.104166666666664,0.9348875,11.5,4.0,4.0,16.416666666666668,13.5875,11.666666666666666,48.57916666666667,55.025,51.291666666666664,0.8522958333333334,0.8417916666666666,0.6764916666666667,12.033333333333333,7.870833333333334,8.424999999999999,11.0375,8.788690476190476,2.5500000000000003,1.925,1.8791666666666667,2.3972222222222226,2.024404761904762,156.8125,117.79166666666667,118.375,141.2777777777778,120.5,94.875,94.41666666666667,91.54166666666667,101.73611111111113,94.32142857142857
2004-04-03,1.9153846153846152,1307.2083333333333,223.39999999999998,10.887500000000001,989.7083333333334,130.96153846153845,862.4583333333334,90.43846153846154,1659.125,1140.4583333333333,19.133333333333333,45.699999999999996,0.9607041666666666,11.5,5.0,4.0,17.941666666666666,16.416666666666668,12.583333333333334,49.104166666666664,48.57916666666667,46.541666666666664,0.9348875,0.8522958333333334,0.64155,13.208333333333334,12.033333333333333,7.7625,12.043055555555556,9.23511904761905,2.716666666666667,2.5500000000000003,1.8083333333333333,2.3940170940170944,2.0396978021978023,149.22916666666666,156.8125,109.75,145.66773504273502,123.53021978021978,115.91666666666667,94.875,92.10416666666667,100.41004273504274,94.0834706959707
2004-04-07,1.6375,1051.7916666666667,160.625,6.9750000000000005,823.1666666666666,97.27083333333333,1090.125,82.72916666666667,1470.25,685.4583333333334,14.320833333333333,54.71666666666667,0.8671875,11.5,2.0,4.0,16.925,16.8625,13.5875,48.20416666666667,53.95416666666667,55.025,0.9090541666666666,1.0167625,0.8417916666666666,10.941666666666668,10.845833333333333,7.870833333333334,9.5875,10.300595238095239,2.2333333333333334,2.817647058823529,1.925,2.2294934640522874,2.3117552790346907,132.02083333333334,171.2941176470588,117.79166666666667,133.5285947712418,139.59816490698844,93.58333333333333,110.63529411764705,94.41666666666667,95.64926470588235,98.02965372046253
2004-04-08,2.504166666666667,1153.25,306.875,11.804166666666667,1005.75,150.0625,909.25,104.1875,1591.0416666666667,1079.875,14.479166666666666,49.2875,0.7366083333333333,11.5,3.0,4.0,14.320833333333333,16.925,16.416666666666668,54.71666666666667,48.20416666666667,48.57916666666667,0.8671875,0.9090541666666666,0.8522958333333334,6.9750000000000005,10.941666666666668,12.033333333333333,9.906944444444445,10.267857142857142,1.6375,2.2333333333333334,2.5500000000000003,2.125,2.304116390145802,97.27083333333333,132.02083333333334,156.8125,126.45138888888887,138.47316490698844,82.72916666666667,93.58333333333333,94.875,93.5,99.58173705379586
2004-04-09,2.4541666666666666,1135.8333333333333,224.29166666666666,7.683333333333334,885.3333333333334,179.66666666666666,909.1666666666666,111.58333333333333,1509.3333333333333,1089.8333333333333,12.716666666666667,60.449999999999996,0.8788666666666667,11.5,4.0,4.0,14.479166666666666,14.320833333333333,17.941666666666666,49.2875,54.71666666666667,49.104166666666664,0.7366083333333333,0.8671875,0.9348875,11.804166666666667,6.9750000000000005,13.208333333333334,8.820833333333335,9.47857142857143,2.504166666666667,1.6375,2.716666666666667,2.198611111111111,2.2603663901458018,150.0625,97.27083333333333,149.22916666666666,142.33333333333334,143.5460815736551,104.1875,82.72916666666667,115.91666666666667,99.5,98.85951483157366
2004-04-10,1.7541666666666667,1051.4166666666667,143.58333333333334,7.445833333333333,869.75,115.39583333333333,973.9583333333334,89.52083333333333,1467.8333333333333,872.625,15.091666666666667,49.166666666666664,0.7815083333333334,11.5,5.0,4.0,12.716666666666667,14.479166666666666,19.133333333333333,60.449999999999996,49.2875,45.699999999999996,0.8788666666666667,0.7366083333333333,0.9607041666666666,7.683333333333334,11.804166666666667,10.887500000000001,8.977777777777778,8.986904761904762,2.4541666666666666,2.504166666666667,1.9153846153846152,2.2375,2.233496732026144,179.66666666666666,150.0625,130.96153846153845,148.375,140.9517973856209,111.58333333333333,104.1875,90.43846153846154,101.76388888888887,98.70657679738561
2004-04-12,0.8624999999999999,930.0416666666666,48.625,2.345833333333333,599.75,62.375,1376.25,65.02083333333333,1217.7916666666667,462.5833333333333,12.2125,52.979166666666664,0.7398625,11.5,0.0,4.0,14.775,15.091666666666667,16.8625,43.762499999999996,49.166666666666664,53.95416666666667,0.6673416666666667,0.7815083333333334,1.0167625,4.058333333333334,7.445833333333333,10.845833333333333,4.616666666666666,7.322023809523809,1.1875,1.7541666666666667,2.817647058823529,1.2680555555555555,1.8047619047619048,63.895833333333336,115.39583333333333,171.2941176470588,80.55555555555556,114.38392857142857,67.625,89.52083333333333,110.63529411764705,74.05555555555556,87.75
2004-04-13,2.0541666666666667,1111.0,240.33333333333334,9.404166666666667,912.8333333333334,139.4375,988.875,91.22916666666667,1542.2083333333333,941.9583333333334,13.058333333333332,53.050000000000004,0.7821875,11.5,1.0,4.0,12.2125,14.775,16.925,52.979166666666664,43.762499999999996,48.20416666666667,0.7398625,0.6673416666666667,0.9090541666666666,2.345833333333333,4.058333333333334,10.941666666666668,5.269444444444445,7.102380952380953,0.8624999999999999,1.1875,2.2333333333333334,1.3680555555555554,1.7791666666666668,62.375,63.895833333333336,132.02083333333334,88.56944444444444,115.44345238095238,65.02083333333333,67.625,93.58333333333333,74.625,87.41369047619047
2004-04-14,2.075,1143.75,250.075,10.3125,959.4583333333334,136.0375,898.25,84.43125,1582.0833333333333,1104.2916666666667,15.487499999999999,47.35833333333333,0.7877291666666667,11.5,2.0,4.0,13.058333333333332,12.2125,14.320833333333333,53.050000000000004,52.979166666666664,54.71666666666667,0.7821875,0.7398625,0.8671875,9.404166666666667,2.345833333333333,6.9750000000000005,7.354166666666667,7.579166666666667,2.0541666666666667,0.8624999999999999,1.6375,1.663888888888889,1.8416666666666666,139.4375,62.375,97.27083333333333,112.61666666666666,120.98154761904763,91.22916666666667,65.02083333333333,82.72916666666667,80.22708333333334,87.65684523809523
2004-04-15,4.105555555555556,1325.9583333333333,563.3222222222222,14.579166666666666,1085.25,255.18888888888887,814.0833333333334,127.47777777777777,1732.4166666666667,1351.6666666666667,14.841666666666667,51.22083333333333,0.8357916666666667,11.5,3.0,4.0,15.487499999999999,13.058333333333332,14.479166666666666,47.35833333333333,53.050000000000004,49.2875,0.7877291666666667,0.7821875,0.7366083333333333,10.3125,9.404166666666667,11.804166666666667,11.431944444444445,7.975595238095238,2.075,2.0541666666666667,2.504166666666667,2.7449074074074082,2.0704365079365084,136.0375,139.4375,150.0625,176.88796296296292,135.99960317460318,84.43125,91.22916666666667,104.1875,101.04606481481481,90.98402777777778
2004-04-16,3.3041666666666667,1330.0833333333333,347.625,13.341666666666667,1069.0,198.33333333333334,763.2916666666666,112.125,1793.0833333333333,1221.625,14.091666666666667,69.34166666666667,1.0991541666666667,11.5,4.0,4.0,14.841666666666667,15.487499999999999,12.716666666666667,51.22083333333333,47.35833333333333,60.449999999999996,0.8357916666666667,0.7877291666666667,0.8788666666666667,14.579166666666666,10.3125,7.683333333333334,12.744444444444445,8.783928571428572,4.105555555555556,2.075,2.4541666666666666,3.1615740740740743,2.1918650793650793,255.18888888888887,136.0375,179.66666666666666,196.51990740740737,138.66626984126984,127.47777777777777,84.43125,111.58333333333333,108.0113425925926,91.06140873015873
2004-04-17,2.066666666666667,1064.75,134.23333333333332,6.479166666666667,828.625,116.53333333333335,960.9166666666666,86.5,1553.1666666666667,838.1666666666666,15.545833333333334,64.27916666666667,1.0987625,11.5,5.0,4.0,14.091666666666667,14.841666666666667,15.091666666666667,69.34166666666667,51.22083333333333,49.166666666666664,1.0991541666666667,0.8357916666666667,0.7815083333333334,13.341666666666667,14.579166666666666,7.445833333333333,11.466666666666667,8.645833333333334,3.3041666666666667,4.105555555555556,1.7541666666666667,3.158796296296297,2.2365079365079366,198.33333333333334,255.18888888888887,115.39583333333333,190.0185185185185,138.82876984126986,112.125,127.47777777777777,89.52083333333333,108.70092592592592,90.62986111111113
2004-04-30,2.8833333333333333,1330.0833333333333,261.4166666666667,14.170833333333334,1103.5833333333333,170.54166666666666,732.125,102.0,1916.9583333333333,1306.125,17.995833333333334,66.57083333333334,1.3452291666666667,11.5,4.0,4.0,18.916666666666668,21.091666666666665,21.229166666666668,51.19166666666666,42.775,39.15,1.0685458333333333,1.010475,0.9110625,16.208333333333332,15.179166666666667,16.933333333333334,15.186111111111112,11.038095238095238,3.0250000000000004,2.7291666666666665,3.159090909090909,2.879166666666667,2.2160714285714285,176.77083333333334,152.60416666666666,189.8090909090909,166.63888888888889,126.8452380952381,102.79166666666667,109.375,124.68181818181819,104.72222222222221,90.80357142857143
2004-05-01,2.0124999999999997,1097.5,275.0,8.6625,913.7083333333334,102.875,918.0833333333334,83.77083333333333,1640.4166666666667,904.625,20.150000000000002,52.18333333333334,1.1673125,11.5,5.0,5.0,17.995833333333334,18.916666666666668,20.083333333333332,66.57083333333334,51.19166666666666,48.520833333333336,1.3452291666666667,1.0685458333333333,1.0794291666666667,14.170833333333334,16.208333333333332,10.454166666666667,13.013888888888888,10.782142857142857,2.8833333333333333,3.0250000000000004,2.0416666666666665,2.640277777777778,2.2119047619047616,170.54166666666666,176.77083333333334,114.04166666666667,150.0625,125.25,102.0,102.79166666666667,90.97916666666667,96.1875,89.77380952380952
2004-05-02,1.5875000000000001,1055.7083333333333,,7.270833333333333,858.9166666666666,94.16666666666667,955.5,78.25,1575.4166666666667,872.0416666666666,19.591666666666665,49.56666666666666,1.0740666666666667,11.5,6.0,5.0,20.150000000000002,17.995833333333334,15.625,52.18333333333334,66.57083333333334,41.19583333333333,1.1673125,1.3452291666666667,0.700525,8.6625,14.170833333333334,4.129166666666666,10.034722222222223,11.230952380952383,2.0124999999999997,2.8833333333333333,1.2249999999999999,2.1611111111111114,2.2636904761904764,102.875,170.54166666666666,66.83333333333333,122.52777777777776,129.1547619047619,83.77083333333333,102.0,63.166666666666664,88.00694444444444,91.92857142857143
2004-05-03,2.1041666666666665,1165.0833333333333,,11.549999999999999,995.5,131.3125,861.0416666666666,87.41666666666667,1725.375,1029.7083333333333,21.23333333333333,48.75416666666666,1.1285291666666668,11.5,0.0,5.0,19.591666666666665,20.150000000000002,16.795833333333334,49.56666666666666,52.18333333333334,38.55833333333333,1.0740666666666667,1.1673125,0.7247291666666666,7.270833333333333,8.6625,5.808333333333334,9.161111111111111,12.051190476190476,1.5875000000000001,2.0124999999999997,1.45,1.9013888888888892,2.357142857142857,94.16666666666667,102.875,83.9375,109.45138888888887,135.92261904761904,78.25,83.77083333333333,74.95833333333333,83.14583333333333,93.70833333333333
2004-05-04,2.2291666666666665,1143.7916666666667,,10.891666666666667,971.7083333333334,127.64583333333333,860.0833333333334,82.54166666666667,1795.875,929.9583333333334,18.0125,66.27499999999999,1.3368041666666668,11.5,1.0,5.0,21.23333333333333,19.591666666666665,20.616666666666667,48.75416666666666,49.56666666666666,35.55416666666667,1.1285291666666668,1.0740666666666667,0.8142166666666667,11.549999999999999,7.270833333333333,11.316666666666668,9.904166666666667,11.99047619047619,2.1041666666666665,1.5875000000000001,2.158333333333333,1.9736111111111114,2.3672619047619046,131.3125,94.16666666666667,123.1875,117.70833333333331,136.5595238095238,87.41666666666667,78.25,92.35416666666667,82.73611111111113,92.30654761904762
2004-05-05,2.1125000000000003,1079.1666666666667,,10.1875,942.9166666666666,126.08333333333333,916.5833333333334,83.79166666666667,1737.625,871.125,16.2375,66.89166666666667,1.2174208333333334,11.5,2.0,5.0,18.0125,21.23333333333333,21.091666666666665,66.27499999999999,48.75416666666666,42.775,1.3368041666666668,1.1285291666666668,1.010475,10.891666666666667,11.549999999999999,15.179166666666667,10.87638888888889,11.277380952380952,2.2291666666666665,2.1041666666666665,2.7291666666666665,2.1486111111111117,2.2791666666666663,127.64583333333333,131.3125,152.60416666666666,128.3472222222222,132.77083333333331,82.54166666666667,87.41666666666667,109.375,84.58333333333334,88.65178571428571
2004-05-06,1.9333333333333333,1000.5,,8.775,897.3333333333334,117.20833333333333,991.0416666666666,86.95833333333333,1607.5416666666667,795.5,14.316666666666668,62.77916666666667,1.0046208333333333,11.5,3.0,5.0,16.2375,18.0125,18.916666666666668,66.89166666666667,66.27499999999999,51.19166666666666,1.2174208333333334,1.3368041666666668,1.0685458333333333,10.1875,10.891666666666667,16.208333333333332,9.951388888888891,10.21547619047619,2.1125000000000003,2.2291666666666665,3.0250000000000004,2.0916666666666672,2.123214285714286,126.08333333333333,127.64583333333333,176.77083333333334,123.6458333333333,124.26190476190477,83.79166666666667,82.54166666666667,102.79166666666667,84.43055555555556,86.38988095238095
2004-05-07,2.125,999.4166666666666,,9.5375,936.875,125.41666666666667,924.7083333333334,94.77083333333333,1601.0416666666667,814.4166666666666,15.458333333333334,55.583333333333336,0.9385916666666666,11.5,4.0,5.0,14.316666666666668,16.2375,17.995833333333334,62.77916666666667,66.89166666666667,66.57083333333334,1.0046208333333333,1.2174208333333334,1.3452291666666667,8.775,10.1875,14.170833333333334,9.500000000000002,9.553571428571429,1.9333333333333333,2.1125000000000003,2.8833333333333333,2.056944444444445,2.014880952380952,117.20833333333333,126.08333333333333,170.54166666666666,122.90277777777776,117.81547619047618,86.95833333333333,83.79166666666667,102.0,88.50694444444444,85.35714285714286
2004-05-08,1.0166666666666666,1002.2916666666666,,7.129166666666666,839.5,55.68333333333334,1021.5,51.03333333333333,1505.4166666666667,767.1666666666666,14.283333333333333,59.30833333333334,0.9350458333333332,11.5,5.0,5.0,15.458333333333334,14.316666666666668,20.150000000000002,55.583333333333336,62.77916666666667,52.18333333333334,0.9385916666666666,1.0046208333333333,1.1673125,9.5375,8.775,8.6625,8.480555555555556,9.33452380952381,2.125,1.9333333333333333,2.0124999999999997,1.691666666666667,1.8726190476190478,125.41666666666667,117.20833333333333,102.875,99.43611111111109,111.07380952380952,94.77083333333333,86.95833333333333,83.77083333333333,77.58749999999999,80.68035714285713
2004-05-12,2.5500000000000003,1213.8333333333333,,13.604166666666666,1062.625,166.47916666666666,778.625,98.375,1799.4166666666667,1182.25,17.204166666666666,56.32083333333333,1.0920958333333333,11.5,2.0,5.0,18.962500000000002,17.9375,16.2375,48.05416666666667,50.4625,66.89166666666667,0.9800458333333334,0.9980541666666666,1.2174208333333334,15.491666666666667,13.137500000000001,10.1875,14.077777777777778,10.624404761904762,2.6958333333333333,2.8333333333333335,2.1125000000000003,2.693055555555556,2.192361111111111,169.79166666666666,167.38333333333333,126.08333333333333,167.8847222222222,133.66041666666666,101.04166666666667,107.82222222222222,83.79166666666667,102.41296296296296,90.00023148148148
2004-05-13,2.3208333333333333,1126.0416666666667,,10.970833333333333,974.9166666666666,148.35416666666666,878.9583333333334,101.66666666666667,1682.2916666666667,980.625,17.670833333333334,51.34166666666667,1.0258666666666667,11.5,3.0,5.0,17.204166666666666,18.962500000000002,14.316666666666668,56.32083333333333,48.05416666666667,62.77916666666667,1.0920958333333333,0.9800458333333334,1.0046208333333333,13.604166666666666,15.491666666666667,8.775,13.355555555555556,10.938095238095238,2.5500000000000003,2.6958333333333333,1.9333333333333333,2.5222222222222226,2.2569444444444446,166.47916666666666,169.79166666666666,117.20833333333333,161.54166666666663,138.8513888888889,98.375,101.04166666666667,86.95833333333333,100.36111111111113,92.45162037037038
